# Wavelength(microm)	F_planet(BB)/F_star
0.30005903563735375	1.7902995236677513e-06
0.3003592447525199	1.95883264177618e-06
0.3006597542269558	1.576959230859972e-06
0.300960564361171	1.6063733715552653e-06
0.30126167545597554	1.5946213807864769e-06
0.3015630878124805	1.6832028656934078e-06
0.30186480173209856	1.8907529810458137e-06
0.30216681751654345	2.126351608868237e-06
0.30246913546783105	1.8596985746033264e-06
0.3027717558882791	1.6226204013510354e-06
0.3030746790805082	1.5210915575856971e-06
0.30337790534744163	1.6397421605157969e-06
0.30368143499230554	1.7791132382521642e-06
0.3039852683186298	1.8149141435620694e-06
0.3042894056302477	1.7735336527071157e-06
0.30459384723129695	1.7445343913345608e-06
0.3048985934262188	1.885235922262133e-06
0.30520364451975973	1.763628044201945e-06
0.3055090008169708	1.7285940521344733e-06
0.3058146626232074	2.1204208155517423e-06
0.30612063024413205	1.8755775221575766e-06
0.30642690398571265	2.076164503890196e-06
0.30673348415422236	2.2248037091454564e-06
0.30704037105624177	2.001489145625537e-06
0.3073475649986577	1.899760961694875e-06
0.30765506628866374	2.056846220444229e-06
0.3079628752337625	2.165828900798204e-06
0.3082709921417617	2.0991714121640133e-06
0.30857941732077815	1.8876050889869742e-06
0.30888815107923795	2.278866861173939e-06
0.30919719372587473	2.6431441932388623e-06
0.30950654556973123	2.776471797186751e-06
0.30981620692015943	2.6988843044941797e-06
0.31012617808682075	3.389538543424408e-06
0.31043645937968534	2.881704698901981e-06
0.3107470511090351	2.403234619340636e-06
0.3110579535854616	2.3460405869032697e-06
0.3113691671198673	2.3772466292221784e-06
0.31168069202346704	2.610048948796626e-06
0.31199252860778476	2.979060324158234e-06
0.31230467718465704	3.162393066220153e-06
0.31261713806623304	2.8023072071723194e-06
0.3129299115649728	2.9295130040872167e-06
0.3132429979936502	3.106389342454196e-06
0.31355639766535176	2.983070400309939e-06
0.3138701108934763	2.698970321901697e-06
0.31418413799173767	2.9948211243973547e-06
0.31449847927416325	4.090916460005056e-06
0.3148131350550942	3.6508844145157724e-06
0.31512810564918703	2.9196209166210886e-06
0.3154433913714119	2.9927905303992068e-06
0.31575899253705464	4.1489775385268994e-06
0.3160749094617161	4.551442729884044e-06
0.3163911424613123	4.214957530556781e-06
0.3167076918520775	3.7617768288468525e-06
0.3170245579505614	3.6527338991963435e-06
0.3173417410736292	3.179293991535573e-06
0.3176592415384646	3.337096061007849e-06
0.3179770596625682	4.197018791817305e-06
0.31829519576375775	5.1466761102116745e-06
0.31861365016017007	4.421088117083762e-06
0.3189324231702587	3.7503331163253337e-06
0.31925151511279676	4.549734883512711e-06
0.3195709263068769	4.790143927609631e-06
0.31989065707190945	4.2212497512150406e-06
0.32021070772762594	4.366863098679896e-06
0.32053107859407703	3.882692526713207e-06
0.3208517699916327	4.390432178812885e-06
0.32117278224098533	5.287709521831951e-06
0.32149411566314745	5.686801687621347e-06
0.32181577057945177	4.741976660615405e-06
0.32213774731155354	4.798775696573087e-06
0.32246004618142987	5.0396653703081715e-06
0.32278266751137896	5.947691337760788e-06
0.323105611624022	6.906156986255597e-06
0.32342887884230354	6.298179182238181e-06
0.32375246948949077	5.9116968437156846e-06
0.32407638388917476	5.407763307954974e-06
0.3244006223652699	4.981564043903362e-06
0.3247251852420147	5.067369376167147e-06
0.3250500728439716	5.8229597223653755e-06
0.32537528549602773	5.522576983201134e-06
0.32570082352339647	4.798411412411417e-06
0.32602668725161615	4.760452958596092e-06
0.3263528770065502	5.046225622580339e-06
0.32667939311438926	5.266796028821764e-06
0.3270062359016485	5.271359084512784e-06
0.3273334056951695	5.62906149301985e-06
0.32766090282212285	6.026356717860741e-06
0.32798872761000714	6.46692298883894e-06
0.32831688038664697	6.481820067518901e-06
0.32864536148019385	5.808549647172693e-06
0.3289741712191297	6.05742490600136e-06
0.32930330993226514	5.447670244351431e-06
0.32963277794873797	5.5722432508539496e-06
0.32996257559801523	5.983050620209977e-06
0.33029270320989507	6.3354719178723154e-06
0.3306231611145066	6.836455673718648e-06
0.3309539496423071	6.661463983939358e-06
0.3312850691240847	7.187165822379223e-06
0.33161651989095925	7.022736482691396e-06
0.3319483022743805	6.840484990820602e-06
0.3322804166061314	7.197722501825119e-06
0.3326128632183269	7.2750211896562535e-06
0.3329456424434135	7.475776465667967e-06
0.3332787546141702	6.936429653998294e-06
0.33361220006370884	7.798131129972534e-06
0.333945979125476	8.808068531933212e-06
0.3342800921332507	8.279353714765314e-06
0.3346145394211455	7.894765240615757e-06
0.33494932132360705	9.532895162218728e-06
0.33528443817541764	8.661653246594327e-06
0.3356198903116948	8.541793286312297e-06
0.33595567806788895	1.0928033977636108e-05
0.33629180177978923	1.3698803503369671e-05
0.33662826178351984	9.033791906724532e-06
0.3369650584155399	1.1956404545099407e-05
0.33730219201264616	1.308478197720219e-05
0.337639662911973	1.0671053653650374e-05
0.33797747145099094	1.0314139822352293e-05
0.3383156179675081	1.1470604924029183e-05
0.3386541027996724	9.918972025428176e-06
0.3389929262859681	1.0743305395359162e-05
0.3393320887652174	1.2601932770932183e-05
0.33967159057658325	1.1062676229544813e-05
0.3400114320595682	1.051631692720457e-05
0.34035161355401444	1.1448792791654974e-05
0.34069213540010307	1.2602787481964175e-05
0.34103299793835534	1.2939099961426419e-05
0.34137420150963343	1.3679831249560381e-05
0.3417157464551409	1.3477929509172854e-05
0.3420576331164234	1.2719150360855712e-05
0.3423998618353671	1.2857158645734617e-05
0.3427424329542007	1.2693647261993242e-05
0.34308534681549624	1.1620481989486997e-05
0.3434286037621676	1.2616667290673568e-05
