# Wavelength(microm)	F_planet(BB)/F_star
0.30005903563735375	3.905202570810037e-06
0.3003592447525199	4.378034308807316e-06
0.3006597542269558	2.594006421483737e-06
0.300960564361171	3.0358460111865255e-06
0.30126167545597554	2.792379656912006e-06
0.3015630878124805	2.9910046168768697e-06
0.30186480173209856	4.042443473351732e-06
0.30216681751654345	6.68880254652224e-06
0.30246913546783105	4.608235025979083e-06
0.3027717558882791	2.6902981896915596e-06
0.3030746790805082	1.7027122968216888e-06
0.30337790534744163	1.5614043854335558e-06
0.30368143499230554	2.2664776320685864e-06
0.3039852683186298	2.65616428869765e-06
0.3042894056302477	2.4618876564825337e-06
0.30459384723129695	2.0816191728009825e-06
0.3048985934262188	2.855606089665633e-06
0.30520364451975973	2.5232139881939724e-06
0.3055090008169708	2.299833190270357e-06
0.3058146626232074	3.4560482338779547e-06
0.30612063024413205	2.2050829647406044e-06
0.30642690398571265	2.501306345312521e-06
0.30673348415422236	2.745131724365739e-06
0.30704037105624177	2.02587810926102e-06
0.3073475649986577	1.5493906707450123e-06
0.30765506628866374	1.7373509866109125e-06
0.3079628752337625	2.2195587917848853e-06
0.3082709921417617	2.569081786047088e-06
0.30857941732077815	1.8915500242311117e-06
0.30888815107923795	2.5273613463223e-06
0.30919719372587473	3.923068158825535e-06
0.30950654556973123	5.049092328377186e-06
0.30981620692015943	4.2643066244431925e-06
0.31012617808682075	6.710910283910409e-06
0.31043645937968534	3.505916540617315e-06
0.3107470511090351	1.99401353801239e-06
0.3110579535854616	1.9629146764352684e-06
0.3113691671198673	1.7649106815937804e-06
0.31168069202346704	1.992270576177135e-06
0.31199252860778476	2.5382427608138155e-06
0.31230467718465704	3.0459410671833643e-06
0.31261713806623304	2.8430476416731723e-06
0.3129299115649728	2.821212603801147e-06
0.3132429979936502	2.960630976441502e-06
0.31355639766535176	2.7845762115848294e-06
0.3138701108934763	2.391133177546632e-06
0.31418413799173767	2.493632690739549e-06
0.31449847927416325	3.7427476295558705e-06
0.3148131350550942	3.184163260419284e-06
0.31512810564918703	2.2762426132129528e-06
0.3154433913714119	2.2508098987356094e-06
0.31575899253705464	4.031483151039245e-06
0.3160749094617161	4.758860428499709e-06
0.3163911424613123	4.1946645532190574e-06
0.3167076918520775	3.4055375714051527e-06
0.3170245579505614	3.0727550695012165e-06
0.3173417410736292	2.5034438685345383e-06
0.3176592415384646	2.4613278085028425e-06
0.3179770596625682	3.4567625014078365e-06
0.31829519576375775	5.190240176913535e-06
0.31861365016017007	4.450268467105326e-06
0.3189324231702587	2.8102546334155574e-06
0.31925151511279676	4.4354145262894586e-06
0.3195709263068769	5.068241154204701e-06
0.31989065707190945	3.800143650749998e-06
0.32021070772762594	4.407837019278147e-06
0.32053107859407703	3.3047283961987474e-06
0.3208517699916327	4.260554745576155e-06
0.32117278224098533	6.5090530633546245e-06
0.32149411566314745	7.553312745204606e-06
0.32181577057945177	4.500275776017186e-06
0.32213774731155354	5.184352959702382e-06
0.32246004618142987	6.095647237445404e-06
0.32278266751137896	7.089470767440098e-06
0.323105611624022	7.5081045877571415e-06
0.32342887884230354	6.570539924849494e-06
0.32375246948949077	5.66703416250219e-06
0.32407638388917476	4.689392731873326e-06
0.3244006223652699	4.280507796812195e-06
0.3247251852420147	4.556108878966389e-06
0.3250500728439716	5.282812912838809e-06
0.32537528549602773	4.485000770307694e-06
0.32570082352339647	3.3075144651495733e-06
0.32602668725161615	3.2456896975103517e-06
0.3263528770065502	3.6592113215161136e-06
0.32667939311438926	3.973840473834184e-06
0.3270062359016485	3.89941697509279e-06
0.3273334056951695	4.519785294461209e-06
0.32766090282212285	4.474562643551498e-06
0.32798872761000714	4.8895228058422065e-06
0.32831688038664697	5.3500763483307e-06
0.32864536148019385	4.651721326886247e-06
