# Wavelength(microm)	F_planet(BB)/F_star
0.30005903563735375	0.8867454395685183
0.3003592447525199	0.983663911098968
0.3006597542269558	0.7059220866769444
0.300960564361171	0.7300468467628256
0.30126167545597554	0.7015933113389318
0.3015630878124805	0.7270039490201902
0.30186480173209856	0.8318050310534515
0.30216681751654345	1.015483203840072
0.30246913546783105	0.8038685145711529
0.3027717558882791	0.633149993121356
0.3030746790805082	0.5541964452966653
0.30337790534744163	0.5842595402510056
0.30368143499230554	0.6573205473531275
0.3039852683186298	0.6712299379082537
0.3042894056302477	0.6353080439367215
0.30459384723129695	0.6026970338833595
0.3048985934262188	0.6866570248764303
0.30520364451975973	0.6280373949323228
0.3055090008169708	0.596874913404252
0.3058146626232074	0.7560091626135427
0.30612063024413205	0.6188451513566096
0.30642690398571265	0.6884691016150266
0.30673348415422236	0.748736470287556
0.30704037105624177	0.6543200732710361
0.3073475649986577	0.5800867167846008
0.30765506628866374	0.627057975752864
0.3079628752337625	0.6719603562395254
0.3082709921417617	0.655345199517112
0.30857941732077815	0.5674673583176624
0.30888815107923795	0.7132400339357158
0.30919719372587473	0.856704113988283
0.30950654556973123	0.9015364360737371
0.30981620692015943	0.8479443343924802
0.31012617808682075	1.1878845319272417
0.31043645937968534	0.8808842115044825
0.3107470511090351	0.6473352102498203
0.3110579535854616	0.6253693993689041
0.3113691671198673	0.6219622676532812
0.31168069202346704	0.6882894146770122
0.31199252860778476	0.8003585928154705
0.31230467718465704	0.8615245737309248
0.31261713806623304	0.757474966213726
0.3129299115649728	0.7717316828821811
0.3132429979936502	0.8103761375654206
0.31355639766535176	0.7636856146654383
0.3138701108934763	0.671760913685876
0.31418413799173767	0.7445900041167742
0.31449847927416325	1.0755094755440702
0.3148131350550942	0.9261297637183359
0.31512810564918703	0.6924248769087616
0.3154433913714119	0.6966931816286295
0.31575899253705464	1.0649261032092694
0.3160749094617161	1.173054841790312
0.3163911424613123	1.0432001484870335
0.3167076918520775	0.8893982721264798
0.3170245579505614	0.8414695459898904
0.3173417410736292	0.6968441579909012
0.3176592415384646	0.7111597425936046
0.3179770596625682	0.9269528317850518
0.31829519576375775	1.2000060653842382
0.31861365016017007	0.992515558861558
0.3189324231702587	0.7655657035749038
0.31925151511279676	0.9744304760546969
0.3195709263068769	1.0284560563933842
0.31989065707190945	0.8580818732146995
0.32021070772762594	0.9092940752882728
0.32053107859407703	0.7704564695881152
0.3208517699916327	0.8853509755586637
0.32117278224098533	1.1102274368512322
0.32149411566314745	1.1976314880342773
0.32181577057945177	0.9078200359680418
0.32213774731155354	0.9402642092462863
0.32246004618142987	0.9939122950045072
0.32278266751137896	1.1748692990481315
0.323105611624022	1.3451327381236655
0.32342887884230354	1.1698853478365
0.32375246948949077	1.079974924160671
0.32407638388917476	0.9450061058017701
0.3244006223652699	0.851591167812759
0.3247251852420147	0.8609972842038406
0.3250500728439716	0.976637382014386
0.32537528549602773	0.909219418132547
0.32570082352339647	0.7553467139299361
0.32602668725161615	0.741058899403144
0.3263528770065502	0.7848050131538349
0.32667939311438926	0.8117343385827424
0.3270062359016485	0.807753389287604
0.3273334056951695	0.860193859927801
0.32766090282212285	0.9074505429075964
0.32798872761000714	0.9726080967813325
0.32831688038664697	0.9782123128305403
0.32864536148019385	0.8604223527712213
0.3289741712191297	0.8620441876111484
0.32930330993226514	0.7603757657129503
0.32963277794873797	0.7737000392401568
0.32996257559801523	0.8326287028598605
0.33029270320989507	0.8856752605251004
0.3306231611145066	0.9587556557599455
0.3309539496423071	0.935961363357938
0.3312850691240847	1.0112253177572035
0.33161651989095925	0.9779472165527663
0.3319483022743805	0.9359380859107188
0.3322804166061314	0.9643769558595241
0.3326128632183269	0.9493687749500911
0.3329456424434135	0.9847850818378283
0.3332787546141702	0.8890809606099339
0.33361220006370884	1.0069930516452565
0.333945979125476	1.147943986604408
0.3342800921332507	1.0515381131065045
0.3346145394211455	0.9819198024128393
0.33494932132360705	1.1977352479043633
0.33528443817541764	1.0540535287956203
0.3356198903116948	1.0447199514779621
0.33595567806788895	1.444699561527662
0.33629180177978923	1.9221677364023388
0.33662826178351984	1.0977483525997231
0.3369650584155399	1.593005881320956
0.33730219201264616	1.731932243541873
0.337639662911973	1.301475373761693
0.33797747145099094	1.21086957103074
0.3383156179675081	1.362354676134112
0.3386541027996724	1.1538261108514845
0.3389929262859681	1.2349508985148638
0.3393320887652174	1.4862550943149835
0.33967159057658325	1.236763157522469
0.3400114320595682	1.1330448525481915
0.34035161355401444	1.2375862227749832
0.34069213540010307	1.377686278352349
0.34103299793835534	1.3960541851932418
0.34137420150963343	1.5579883947911115
0.3417157464551409	1.491802539521566
0.3420576331164234	1.3177805637438638
0.3423998618353671	1.311801647907215
0.3427424329542007	1.289458785829158
0.34308534681549624	1.1319813324106047
0.3434286037621676	1.2432770756830152
0.3437722041374721	1.145323448525254
0.34411614828500847	1.7778130581374383
0.3444604365487217	1.6967787808223735
0.34480506927290067	1.286491318905067
0.34515004680217665	1.1636968847227784
0.3454953694815278	1.2902800146531013
0.34584103765627777	1.221344933700373
0.34618705167209435	1.4898523438969593
0.3465334118749911	1.3761578716787988
0.3468801186113284	1.1682159415743183
0.34722717222781396	1.2307563872456697
0.3475745730715008	1.5033794085138263
0.34792232148978935	1.5533927167185027
0.3482704178304284	1.1907428755618998
0.3486188624415139	1.235037890345556
0.3489676556714908	1.3369723875676378
0.3493167978691525	1.3647871798486824
0.34966628938364114	1.4974108721798967
0.35001613056444836	1.342932880207551
0.3503663217614157	1.1504696225255817
0.3507168633247337	1.2092359964033874
0.3510677556049435	1.436845678532836
0.35141899895293816	1.4072232790745833
0.35177059371996156	1.3694772057850308
0.35212254025760836	1.410356377591652
0.35247483891782416	1.9618930584715435
0.35282749005290864	1.7350500131648339
0.3531804940155126	1.39019948051805
0.35353385115863967	1.4066337789987204
0.35388756183564807	1.3706803138763377
0.3542416264002475	1.2192243338900943
0.35459604520650223	1.210351393298702
0.35495081860883215	1.4150889248814313
0.3553059469620101	1.6076174892526947
0.35566143062116456	1.4743790639389984
0.3560172699417795	1.4667864068906458
0.356373465279694	1.6064161154348344
0.35673001699110324	1.7569045519613755
0.3570869254325594	1.897902485525324
0.3574441909609705	1.7621035056381036
0.35780181393360216	1.8206572939455936
0.3581597947080773	2.0434362178384746
0.3585181336423769	2.4499376004249025
0.35887683109484053	2.207669718522597
0.3592358874241651	1.7750817015939553
0.3595953029894069	1.490051211255746
0.3599550781499817	1.3839021696193756
0.36031521326566457	1.4943619203836582
0.3606757086965913	1.8436867440530662
0.361036564803257	1.9699795438316006
0.36139778194651695	1.7899077182438683
0.36175936048758894	1.712204133452091
