K2-165 b,K2-165,2.354992,0.0326,1.274,0.114,2.37468,1436.67,1582,1751,0.8,0.83,5185,134.591,10.055,Mayo et al. 2018
K2-165 c,K2-165,4.382745,0.0493,1.554,0.139,4.827848,1963.1,1287,1424,0.8,0.83,5185,134.591,10.055,Mayo et al. 2018
K2-169 b,K2-169,6.380803,0.0671,1.273,0.114,2.36803,1434.898,1265,1400,0.92,0.99,5548,235.867,10.791,Mayo et al. 2018
K2-170 b,K2-170,7.576544,0.0745,1.418,0.127,3.480974,1699.962,1284,1421,0.98,0.96,5748,392.872,11.445,Mayo et al. 2018
K2-170 c,K2-170,12.40005,0.1034,1.802,0.161,8.192377,2477.372,1090,1206,0.98,0.96,5748,392.872,11.445,Mayo et al. 2018
K2-173 b,K2-173,5.868699,0.061,1.608,0.143,5.45426,2071.355,1275,1412,0.84,0.88,5580,228.641,10.778,Mayo et al. 2018
K2-176 b,K2-176,5.329439,0.0585,1.491,0.133,4.164501,1839.495,1282,1419,0.86,0.94,5428,247.302,11.226,Mayo et al. 2018
K2-185 b,K2-185,10.61665,0.0939,1.313,0.117,2.644685,1506.383,1097,1214,0.91,0.98,5722,268.357,11.066,Mayo et al. 2018
K2-187 b,K2-187,0.77392,0.0164,1.3,0.116,2.552352,1483.012,2531,2801,0.92,0.98,5484,330.916,11.687,Livingston et al. 2018
K2-187 c,K2-187,2.872042,0.0392,1.8,0.161,8.15995,2473.052,1637,1811,0.92,0.98,5484,330.916,11.687,Livingston et al. 2018
K2-188 b,K2-188,1.742169,0.0289,1.35,0.12,2.920638,1573.624,2363,2615,1.19,1.06,5977,446.821,11.502,Livingston et al. 2018
K2-189 b,K2-189,2.588309,0.0361,1.52,0.136,4.461094,1896.029,1669,1847,0.87,0.94,5519,242.113,11.038,Livingston et al. 2018
K2-19 d,K2-19,2.50856,0.0344,1.14,0.102,9.855117,7446.34,1672,1851,0.86,0.93,5430,289.827,11.596,Sinukoff et al. 2016
K2-190 b,K2-190,10.09886,0.0883,1.357,0.121,2.975086,1586.465,1113,1232,0.91,0.9,5631,160.679,9.834,Mayo et al. 2018
K2-191 b,K2-191,2.858646,0.0381,1.579,0.141,5.11102,2012.955,1497,1657,0.84,0.9,5176,287.188,11.608,Mayo et al. 2018
K2-192 b,K2-192,4.162817,0.049,1.52,0.136,4.461094,1896.029,1308,1447,0.81,0.9,5222,221.753,11.121,Livingston et al. 2018
K2-198 c,K2-198,3.359606,0.0308,1.423,0.127,3.52501,1709.391,1595,1765,0.76,0.8,5213,110.567,9.741,Hedges et al. 2019
K2-199 b,K2-199,3.225338,0.0385,1.87,0.167,9.351104,2625.853,1203,1332,0.68,0.73,4648,107.518,10.277,Livingston et al. 2018
K2-200 b,K2-200,2.849883,0.0374,1.364,0.122,3.03026,1599.344,1482,1640,0.79,0.86,5233,184.131,10.877,Mayo et al. 2018
K2-201 b,K2-201,1.05979,0.0201,1.4,0.125,3.325721,1666.175,2245,2484,0.88,0.96,5507,197.932,10.653,Mayo et al. 2018
K2-208 b,K2-208,4.190948,0.0497,1.679,0.15,6.364327,2216.878,1430,1583,0.86,0.93,5582,256.887,11.164,Mayo et al. 2018
K2-209 b,K2-209,2.080615,0.0289,0.869,0.078,0.605639,787.5257,1441,1595,0.71,0.74,4720,76.499,9.263,Mayo et al. 2018
K2-210 b,K2-210,0.570233,0.013,0.819,0.073,0.490117,717.5012,2688,2975,0.85,0.91,5396,176.51,10.354,Mayo et al. 2018
K2-211 b,K2-211,0.669558,0.0144,1.375,0.123,3.118446,1619.659,2427,2686,0.82,0.88,5221,272.297,11.624,Mayo et al. 2018
K2-213 b,K2-213,8.13087,0.0809,1.514,0.135,4.398521,1884.281,1375,1521,1.2,1.07,5794,389.702,11.034,Mayo et al. 2018
K2-216 b,K2-216,2.1748,0.028,1.75,0.156,8,2565.102,1407,1557,0.72,0.7,4503,115.461,10.394,Persson et al. 2018
K2-219 b,K2-219,3.901287,0.0488,1.348,0.12,2.905214,1569.962,1750,1937,1.19,1.02,5753,325.4,10.849,Mayo et al. 2018
K2-219 c,K2-219,6.66767,0.0698,1.438,0.128,3.659524,1737.791,1463,1619,1.19,1.02,5753,325.4,10.849,Mayo et al. 2018
K2-221 b,K2-221,2.399094,0.0352,1.679,0.15,6.364327,2216.878,1829,2025,0.95,1.01,5716,318.81,11.229,Mayo et al. 2018
K2-223 b,K2-223,0.50565,0.0127,0.89,0.079,0.659553,817.6375,3174,3513,0.99,1.06,5835,198.604,10.177,Livingston et al. 2018
K2-223 c,K2-223,4.56327,0.0549,1.57,0.14,5.007738,1994.955,1526,1689,0.99,1.06,5835,198.604,10.177,Livingston et al. 2018
K2-224 b,K2-224,4.47904,0.0516,1.56,0.139,4.894752,1975.024,1397,1546,0.84,0.91,5620,275.255,11.352,Livingston et al. 2018
K2-226 b,K2-226,3.27108,0.0413,1.54,0.137,4.674303,1935.38,1568,1736,0.91,0.88,5424,211.265,10.697,Livingston et al. 2018
K2-228 b,K2-228,2.69828,0.0338,1.21,0.108,1.975432,1324.897,1274,1410,0.65,0.71,4715,129.46,10.978,Livingston et al. 2018
K2-229 b,K2-229,0.58426,0.0131,1.14,0.102,2.590942,1957.667,2543,2814,0.79,0.87,5315,102.564,9.518,Livingston et al. 2018
K2-230 b,K2-230,2.86041,0.0409,1.96,0.175,11.06042,2827.16,2135,2363,1.39,1.11,5945,540.773,11.575,Livingston et al. 2018
K2-233 b,K2-233,2.46746,0.0332,1.398,0.125,3.306233,1661.154,1440,1593,0.74,0.8,4950,67.506,8.968,David et al. 2018
K2-233 c,K2-233,7.06142,0.0669,1.335,0.119,2.806386,1546.235,1014,1122,0.74,0.8,4950,67.506,8.968,David et al. 2018
K2-254 b,K2-254,4.09639,0.0448,1.63,0.145,5.725493,2116.062,1103,1220,0.67,0.71,4629,227.775,11.986,Livingston et al. 2018
K2-257 b,K2-257,1.60588,0.0216,0.83,0.074,0.514036,732.7027,1104,1222,0.5,0.52,3725,64.007,10.477,Livingston et al. 2018
K2-265 b,K2-265,2.369172,0.0338,1.71,0.153,6.54,2196.222,1817,2011,0.98,0.92,5477,138.671,9.726,Lam et al. 2018
K2-268 b,K2-268,2.151894,0.0308,1.41,0.126,3.411343,1684.915,1571,1739,0.78,0.84,5068,327.783,12.158,Livingston et al. 2018
K2-269 b,K2-269,4.144965,0.0531,1.57,0.14,5.007738,1994.955,1999,2212,1.45,1.16,6209,360.76,10.541,Livingston et al. 2018
K2-270 b,K2-270,1.543069,0.0247,1.38,0.123,3.159135,1628.924,1677,1856,0.77,0.85,4877,280.518,11.968,Livingston et al. 2018
K2-279 b,K2-279,7.122605,0.067,1.21,0.108,1.975432,1324.897,1227,1357,0.86,0.79,5558,182.983,10.431,Livingston et al. 2018
K2-291 b,K2-291,2.225177,0.0326,1.589,0.142,6.49,2523.99,1787,1977,0.9,0.93,5520,90.056,8.765,Kosiarek et al. 2019
K2-294 b,K2-294,2.50387,0.036,1.66,0.148,6.110832,2177.584,1996,2209,1.2,0.99,5612,373.078,11.268,Dattilo et al. 2019
K2-316 b,K2-316,1.133,0.0147,1.33,0.119,2.769028,1537.145,1076,1191,0.38,0.41,3436,112.486,12.717,Castro Gonz&aacute;lez et al. 2020
K2-32 e,K2-32,4.34882,0.0495,1.01,0.09,2.098186,2019.724,1349,1493,0.84,0.86,5315,157.682,10.404,Heller et al. 2019
K2-35 b,K2-35,2.399964,0.031,1.32,0.118,2.695387,1519.022,1213,1342,0.62,0.7,4403,252.596,12.144,Dressing et al. 2017
K2-36 b,K2-36,1.422614,0.0223,1.43,0.128,3.9,1872.765,1721,1904,0.72,0.79,4916,109.749,10.034,Damasso et al. 2019
K2-37 b,K2-37,4.44117,0.0511,1.61,0.144,5.478527,2075.405,1360,1505,0.85,0.9,5413,179.943,10.692,Sinukoff et al. 2016
K2-38 b,K2-38,4.01593,0.0499,1.906,0.17,19.0698,5154.555,1665,1843,1.1,1.07,5757,192.69,9.911,Stassun et al. 2017
K2-58 c,K2-58,2.53726,0.035,1.62,0.145,5.60103,2095.698,1653,1829,0.86,0.89,5413,181.746,10.765,Crossfield et al. 2016
K2-61 b,K2-61,2.573413,0.0371,1.933,0.172,10.52584,2766.201,1857,2055,1.016,1.03,5761,405.732,11.758,Mayo et al. 2018/Crossfield et al. 2016
K2-80 c,K2-80,5.605,0.0596,1.47,0.131,3.958785,1798.946,1280,1417,0.87,0.9,5441,200.802,10.874,Crossfield et al. 2016
K2-85 b,K2-85,0.684533,0.0126,1.01,0.09,1.036176,997.4279,1673,1851,0.51,0.57,4268,97.218,10.229,Crossfield et al. 2016
K2-86 b,K2-86,8.77683,0.077,1.96,0.175,11.06042,2827.16,1061,1174,0.76,0.79,5482,258.699,11.44,Crossfield et al. 2016
K2-89 b,K2-89,1.096026,0.0146,0.615,0.055,0.176191,457.4284,1064,1178,0.32,0.35,3691,86.039,10.933,Crossfield et al. 2016
K2-90 c,K2-90,2.900706,0.035,1.3,0.116,2.552352,1483.012,1156,1279,0.63,0.7,4422,134.188,11.168,Dressing et al. 2017
Kepler-10 b,Kepler-10,0.837491,0.0172,1.489,0.133,4.60853,2063.208,2746,3039,1.09,0.91,5599,185.506,9.889,Berger et al. 2018/Esteves et al. 2015
Kepler-100 b,Kepler-100,6.88705,0.0727,1.353,0.121,7.34,4136.557,1654,1831,1.53,1.08,5854,304.645,10.081,Berger et al. 2018/ Marcy et al. 2014
Kepler-1001 c,Kepler-1001,9.18186,0.0838,1.578,0.141,5.099469,2010.952,1048,1160,0.84,0.93,5376,928.978,14.109,Armstrong et al. 2020
Kepler-1002 b,Kepler-1002,4.336429,0.0556,1.71,0.153,6.794054,2281.537,2011,2226,1.57,1.22,6144,408.303,10.689,Morton et al. 2016
Kepler-1005 b,Kepler-1005,6.498015,0.0681,1.998,0.178,11.84555,2913.769,1469,1625,1.18,1,5728,567.806,12.091,Berger et al. 2018/Morton et al. 2016
Kepler-1007 b,Kepler-1007,5.185002,0.0528,1.44,0.128,3.677734,1741.591,1029,1138,0.7,0.73,4587,461.91,12.94,Morton et al. 2016
Kepler-101 c,Kepler-101,6.02976,0.0684,1.249,0.111,3.78,2375.541,1733,1918,1.69,1.17,5661,927.981,12.403,Berger et al. 2018/Bonomo et al. 2014
Kepler-1012 b,Kepler-1012,5.508604,0.06,1.505,0.134,4.30585,1866.709,1305,1444,0.89,0.95,5500,411.077,12.064,Berger et al. 2018/Morton et al. 2016
Kepler-1017 b,Kepler-1017,7.234005,0.0715,1.838,0.164,8.792069,2555.588,1167,1291,0.88,0.93,5400,552.058,12.838,Berger et al. 2018/Morton et al. 2016
Kepler-1019 b,Kepler-1019,1.41123,0.0219,1.493,0.133,4.184486,1843.374,1519,1681,0.64,0.7,4562,194.182,11.767,Berger et al. 2018/Morton et al. 2016
Kepler-102 b,Kepler-102,5.28696,0.055,0.501,0.045,0.084721,331.4418,1102,1219,0.73,0.8,4909,107.796,9.984,Berger et al. 2018/ Marcy et al. 2014
Kepler-1027 b,Kepler-1027,1.907805,0.0292,1.268,0.113,2.334979,1426.052,2089,2312,1.15,0.91,5404,405.104,11.542,Berger et al. 2018/Morton et al. 2016
Kepler-1028 b,Kepler-1028,2.514624,0.0349,1.263,0.113,2.302262,1417.225,1715,1898,0.84,0.9,5675,607.916,13.124,Berger et al. 2018/Morton et al. 2016
Kepler-1029 b,Kepler-1029,4.417696,0.0493,1.26,0.112,2.282791,1411.939,1224,1355,0.77,0.82,5030,366.656,12.766,Morton et al. 2016
Kepler-1031 b,Kepler-1031,1.226217,0.0231,0.87,0.078,0.608131,788.9502,2579,2854,1.12,1.09,6011,682.882,12.702,Morton et al. 2016
Kepler-1032 b,Kepler-1032,3.290118,0.0397,1.999,0.178,11.86674,2916.061,1239,1371,0.8,0.77,4481,673.01,13.926,Berger et al. 2018/Morton et al. 2016
Kepler-1035 b,Kepler-1035,2.714078,0.0378,1.876,0.167,9.458702,2639.105,2104,2329,1.34,0.98,5737,562.116,11.817,Berger et al. 2018/Morton et al. 2016
Kepler-1037 b,Kepler-1037,1.063789,0.0191,1.222,0.109,2.046297,1345.603,2046,2264,0.76,0.82,5264,446.914,12.821,Berger et al. 2018/Morton et al. 2016
Kepler-1039 b,Kepler-1039,0.934884,0.0173,1.249,0.111,2.212411,1392.617,1868,2067,0.7,0.79,4766,306.91,12.424,Berger et al. 2018/Morton et al. 2016
Kepler-1046 b,Kepler-1046,14.37508,0.1172,1.71,0.153,6.794054,2281.537,1085,1201,1.04,1.04,5913,721.534,12.123,Morton et al. 2016
Kepler-1047 c,Kepler-1047,3.188976,0.0435,1.368,0.122,3.062117,1606.721,2147,2376,1.65,1.08,5659,817.647,12.174,Berger et al. 2018/Morton et al. 2016
Kepler-105 c,Kepler-105,7.1262,0.072,1.71,0.153,4.6,2632.122,1389,1537,1.04,0.96,5933,459.223,11.811,Berger et al. 2018/Jontof-Hutter et al. 2016
Kepler-1050 b,Kepler-1050,15.37875,0.1246,1.38,0.123,3.159135,1628.924,1025,1135,1.01,1.09,5846,490.488,12.042,Berger et al. 2018/Morton et al. 2016
Kepler-1053 b,Kepler-1053,2.414352,0.0319,0.824,0.074,0.500887,724.3966,1212,1341,0.61,0.74,4500,151.129,11.334,Berger et al. 2018/Morton et al. 2016
Kepler-1055 b,Kepler-1055,2.295036,0.0338,1.134,0.101,1.566919,1196.496,1776,1965,0.87,0.98,5682,389.397,11.956,Berger et al. 2018/Morton et al. 2016
Kepler-1059 b,Kepler-1059,3.764191,0.043,1.757,0.157,7.48488,2380.851,1304,1443,0.75,0.75,5068,713.167,13.993,Berger et al. 2018/Morton et al. 2016
Kepler-106 b,Kepler-106,6.16486,0.0658,0.823,0.073,0.49872,723.0156,1442,1596,1.05,1,5860,444.322,11.752,Berger et al. 2018/ Marcy et al. 2014
Kepler-1061 b,Kepler-1061,2.757983,0.0396,1.692,0.151,6.542076,2243.911,1856,2054,1,1.09,5994,543.375,12.21,Berger et al. 2018/Morton et al. 2016
Kepler-1063 b,Kepler-1063,14.07971,0.1174,1.49,0.133,4.154535,1837.556,1141,1263,1.14,1.09,5945,343.226,11.159,Morton et al. 2016
Kepler-1065 c,Kepler-1065,2.370307,0.0341,1.444,0.129,3.71435,1749.199,1861,2059,0.97,0.94,5663,1122.48,14.178,Berger et al. 2018/Morton et al. 2016
Kepler-1067 b,Kepler-1067,0.762129,0.0161,0.734,0.065,0.331393,604.0067,2586,2862,0.91,0.95,5584,667.693,13.105,Berger et al. 2018/Morton et al. 2016
Kepler-107 b,Kepler-107,3.180022,0.0454,1.592,0.142,3.51,1460.883,2049,2268,1.46,1.24,5866,525.997,11.392,Berger et al. 2018/Bonomo et al. 2019
Kepler-107 c,Kepler-107,4.901452,0.0606,1.775,0.158,9.39,3615.318,1774,1963,1.46,1.24,5866,525.997,11.392,Berger et al. 2018/Bonomo et al. 2019
Kepler-107 d,Kepler-107,7.95839,0.0838,1.102,0.098,3.8,5045.19,1508,1669,1.46,1.24,5866,525.997,11.392,Berger et al. 2018/Bonomo et al. 2019
Kepler-1070 b,Kepler-1070,6.221615,0.0705,1.76,0.157,7.530624,2387.242,1561,1727,1.22,1.21,6090,939.001,12.956,Berger et al. 2018/Morton et al. 2016
Kepler-1072 b,Kepler-1072,1.569067,0.0281,1.627,0.145,5.687947,2109.945,2564,2837,1.35,1.2,6004,982.716,12.852,Berger et al. 2018/Morton et al. 2016
Kepler-1073 c,Kepler-1073,4.025823,0.0495,1.605,0.143,5.418005,2065.286,1526,1689,1,1,5512,809.897,13.332,Berger et al. 2018/Morton et al. 2016
Kepler-1075 b,Kepler-1075,1.523728,0.0214,1.471,0.131,3.968411,1800.869,1212,1341,0.59,0.56,3747,291.275,13.217,Berger et al. 2018/Morton et al. 2016
Kepler-1076 b,Kepler-1076,6.147279,0.0607,0.8,0.071,0.450705,691.5182,1047,1159,0.74,0.79,4868,199,11.305,Morton et al. 2016
Kepler-1081 b,Kepler-1081,3.856919,0.0461,0.957,0.085,0.854729,916.4215,1386,1534,0.84,0.88,5273,420.215,12.388,Berger et al. 2018/Morton et al. 2016
Kepler-1082 b,Kepler-1082,1.543207,0.0264,1.302,0.116,2.566404,1486.599,2585,2861,1.36,1.03,5847,739.557,12.331,Berger et al. 2018/Morton et al. 2016
Kepler-1084 b,Kepler-1084,2.053337,0.0328,1.3,0.116,2.552352,1483.012,2296,2541,1.23,1.12,6087,405.533,11.178,Berger et al. 2018/Morton et al. 2016
Kepler-1087 b,Kepler-1087,0.693843,0.0151,0.676,0.06,0.246983,530.7184,2704,2993,0.97,0.96,5476,362.623,11.66,Berger et al. 2018/Morton et al. 2016
Kepler-1091 b,Kepler-1091,1.434742,0.025,1.465,0.131,3.910905,1789.34,2307,2553,1.04,1.01,5806,914.299,13.467,Berger et al. 2018/Morton et al. 2016
Kepler-1095 b,Kepler-1095,4.271031,0.0505,1.21,0.108,1.975432,1324.897,1488,1646,0.92,0.94,5658,792.522,13.332,Morton et al. 2016
Kepler-1096 b,Kepler-1096,2.892218,0.0346,1.515,0.135,4.408906,1886.237,1180,1306,0.71,0.66,4230,377.976,13.175,Berger et al. 2018/Morton et al. 2016
Kepler-1098 b,Kepler-1098,2.543073,0.0363,1.477,0.132,4.026524,1812.425,1985,2196,1.21,0.99,5580,1049.19,13.479,Berger et al. 2018/Morton et al. 2016
Kepler-1099 b,Kepler-1099,2.168453,0.0329,1.791,0.16,8.015171,2453.649,1891,2093,0.82,1.01,6149,1022.8,14.097,Berger et al. 2018/Morton et al. 2016
Kepler-11 b,Kepler-11,10.3039,0.091,1.928,0.172,1.9,575.8368,1234,1366,1.1,0.96,5763,646.346,12.548,Berger et al. 2018/ Lissauer et al. 2013
Kepler-110 b,Kepler-110,12.69111,0.107,1.979,0.177,11.44814,2870.346,1254,1388,1.25,1,5956,586.531,11.919,Berger et al. 2018/ Rowe et al. 2014
Kepler-1100 b,Kepler-1100,6.422001,0.0721,1.302,0.116,2.566404,1486.599,1363,1508,1.02,1.21,5882,693.618,12.761,Berger et al. 2018/Morton et al. 2016
Kepler-1104 b,Kepler-1104,5.03728,0.0628,1.646,0.147,5.928757,2148.794,1903,2106,1.47,1.3,6386,530.658,11.215,Berger et al. 2018/Morton et al. 2016
Kepler-1106 b,Kepler-1106,1.252752,0.0235,1.602,0.143,5.381924,2059.223,2513,2781,1.12,1.11,5909,1090.7,13.6,Berger et al. 2018/Morton et al. 2016
Kepler-1107 b,Kepler-1107,0.571039,0.0128,1.45,0.129,3.769765,1760.634,2471,2734,0.78,0.86,5137,428.798,12.683,Berger et al. 2018/Morton et al. 2016
Kepler-1108 b,Kepler-1108,4.510057,0.0512,1.434,0.128,3.623298,1730.201,1346,1490,0.85,0.88,5363,767.701,13.686,Berger et al. 2018/Morton et al. 2016
Kepler-111 b,Kepler-111,3.341815,0.046,1.519,0.136,4.450621,1894.069,1795,1987,1.12,1.16,5905,657.223,12.412,Berger et al. 2018/ Rowe et al. 2014
Kepler-1111 b,Kepler-1111,8.796179,0.0861,1.413,0.126,3.437336,1690.552,1178,1303,0.83,1.1,6158,841.536,13.6,Berger et al. 2018/Morton et al. 2016
Kepler-1117 b,Kepler-1117,4.790285,0.0547,1.038,0.093,1.142478,1041.223,1326,1467,0.86,0.95,5429,568.487,12.867,Berger et al. 2018/Morton et al. 2016
Kepler-1119 b,Kepler-1119,8.326515,0.0832,1.92,0.171,10.2752,2737.023,1405,1555,1.17,1.11,6083,1757.23,13.864,Morton et al. 2016
Kepler-1120 b,Kepler-1120,2.949029,0.037,1.307,0.117,2.601776,1495.58,1346,1489,0.71,0.78,4987,615.231,13.79,Berger et al. 2018/Morton et al. 2016
Kepler-1121 b,Kepler-1121,13.15141,0.1187,1.679,0.15,6.364327,2216.878,1347,1490,1.47,1.29,6212,482.047,11.076,Berger et al. 2018/Morton et al. 2016
Kepler-1123 b,Kepler-1123,4.339465,0.0508,1.681,0.15,6.391444,2221.03,1308,1448,0.81,0.93,5318,704.323,13.528,Berger et al. 2018/Morton et al. 2016
Kepler-1124 b,Kepler-1124,2.852349,0.0277,1.971,0.176,11.28372,2852.133,1001,1109,0.52,0.35,3754,289.899,13.671,Berger et al. 2018/Morton et al. 2016
Kepler-1127 b,Kepler-1127,5.123303,0.0576,1.372,0.122,3.094214,1614.109,1246,1379,0.82,0.97,5361,842.459,13.861,Berger et al. 2018/Morton et al. 2016
Kepler-1130 b,Kepler-1130,5.452982,0.0585,0.95,0.085,0.83261,905.9099,1283,1420,0.87,0.9,5402,249.343,11.137,Berger et al. 2018/Morton et al. 2016
Kepler-1131 b,Kepler-1131,3.532324,0.0458,1.464,0.131,3.901379,1787.421,1645,1820,0.98,1.03,5772,1030.7,13.794,Berger et al. 2018/Morton et al. 2016
