Kepler-1136 b,Kepler-1136,2.361724,0.0311,1.436,0.128,3.641379,1733.995,1221,1351,0.61,0.72,4476,491.406,13.869,Berger et al. 2018/Morton et al. 2016
Kepler-1138 b,Kepler-1138,3.1706,0.0415,1.475,0.132,4.007086,1808.57,1405,1555,0.73,0.95,5439,872.328,14.135,Berger et al. 2018/Morton et al. 2016
Kepler-1139 b,Kepler-1139,0.813167,0.0167,1.042,0.093,1.158279,1047.535,2278,2521,0.81,0.94,5310,495.156,12.748,Berger et al. 2018/Morton et al. 2016
Kepler-114 b,Kepler-114,5.188549,0.053,1.33,0.119,6.993954,4325.86,1051,1163,0.71,0.71,4661,259.533,12.035,Berger et al. 2018/ Rowe et al. 2014
Kepler-1141 b,Kepler-1141,2.344512,0.0347,0.98,0.087,0.930389,951.2687,2061,2281,1.14,1.01,5837,393.642,11.338,Berger et al. 2018/Morton et al. 2016
Kepler-1143 b,Kepler-1143,2.888905,0.037,1.508,0.135,4.336583,1872.56,1293,1431,0.68,0.81,4896,555.189,13.679,Berger et al. 2018/Morton et al. 2016
Kepler-1145 b,Kepler-1145,3.970768,0.0454,1.4,0.125,3.325721,1666.175,1268,1403,0.75,0.79,5064,691.961,13.975,Morton et al. 2016
Kepler-1146 b,Kepler-1146,2.352266,0.0313,1.22,0.109,2.034361,1342.144,1411,1562,0.71,0.74,4811,703.038,14.229,Berger et al. 2018/Morton et al. 2016
Kepler-1148 b,Kepler-1148,1.104464,0.0195,1.527,0.136,4.534903,1909.768,1872,2071,0.72,0.81,5000,625.692,13.8,Berger et al. 2018/Morton et al. 2016
Kepler-1149 b,Kepler-1149,3.730899,0.0474,1.927,0.172,10.40962,2752.72,1799,1991,1.24,1.02,5710,1217.73,13.739,Berger et al. 2018/Morton et al. 2016
Kepler-115 b,Kepler-115,2.403679,0.036,1.212,0.108,1.987118,1328.34,2089,2312,1.15,1,6000,623.609,12.315,Berger et al. 2018/ Rowe et al. 2014
Kepler-1150 b,Kepler-1150,2.787868,0.0354,0.918,0.082,0.736708,858.4218,1301,1440,0.68,0.76,4820,358.518,12.789,Berger et al. 2018/Morton et al. 2016
Kepler-1152 b,Kepler-1152,1.646802,0.0224,1.021,0.091,1.077047,1014.552,1224,1355,0.61,0.55,3809,215.233,12.495,Berger et al. 2018/Morton et al. 2016
Kepler-1153 b,Kepler-1153,1.755835,0.0276,1.922,0.171,10.31347,2741.505,1872,2072,0.82,0.91,5576,1119.49,14.46,Berger et al. 2018/Morton et al. 2016
Kepler-1156 b,Kepler-1156,11.89521,0.102,1.262,0.113,2.295759,1415.462,1060,1173,0.94,1,5667,691.331,13.05,Berger et al. 2018/Morton et al. 2016
Kepler-1157 b,Kepler-1157,4.457432,0.0484,0.931,0.083,0.774651,877.6017,1066,1180,0.72,0.76,4487,342.144,12.683,Berger et al. 2018/Morton et al. 2016
Kepler-1160 b,Kepler-1160,7.97035,0.0759,1.61,0.144,5.478527,2075.405,1104,1222,0.73,0.92,5780,1077.63,14.579,Berger et al. 2018/Morton et al. 2016
Kepler-1163 b,Kepler-1163,6.117869,0.07,1.061,0.095,1.235494,1077.707,1673,1852,1.34,1.22,6208,478.647,11.253,Berger et al. 2018/Morton et al. 2016
Kepler-1164 b,Kepler-1164,3.975998,0.0465,1.089,0.097,1.355946,1122.736,1297,1436,0.77,0.85,5176,431.622,12.719,Berger et al. 2018/Morton et al. 2016
Kepler-1167 b,Kepler-1167,1.003934,0.0181,1.659,0.148,6.097695,2175.523,1989,2202,0.77,0.79,4951,820.905,14.327,Berger et al. 2018/Morton et al. 2016
Kepler-1169 b,Kepler-1169,6.110091,0.0703,0.944,0.084,0.813981,896.9352,1547,1712,1.22,1.24,6028,522.823,11.719,Berger et al. 2018/Morton et al. 2016
Kepler-1173 b,Kepler-1173,0.769854,0.0156,0.879,0.078,0.6309,801.8134,2211,2447,0.78,0.86,5076,377.06,12.416,Berger et al. 2018/Morton et al. 2016
Kepler-1179 b,Kepler-1179,2.685057,0.0357,1.307,0.117,2.601776,1495.58,1440,1593,0.74,0.84,5133,415.205,12.699,Berger et al. 2018/Morton et al. 2016
Kepler-118 b,Kepler-118,7.518496,0.073,1.343,0.12,2.866912,1560.821,1044,1155,0.82,0.86,5057,574.228,13.25,Berger et al. 2018/ Rowe et al. 2014
Kepler-1181 b,Kepler-1181,4.893375,0.0594,1.59,0.142,5.239326,2035.035,1950,2158,1.33,1.17,6689,938.417,12.606,Berger et al. 2018/Morton et al. 2016
Kepler-1189 b,Kepler-1189,3.78859,0.0492,1.265,0.113,2.315309,1420.754,1597,1767,1.07,1.11,5559,782.852,13.066,Berger et al. 2018/Morton et al. 2016
Kepler-119 c,Kepler-119,4.125103,0.049,1.067,0.095,1.260629,1087.299,1557,1723,1,0.943,5595,701.996,12.997,Berger et al. 2018/ Rowe et al. 2014
Kepler-1191 b,Kepler-1191,5.600149,0.0585,1.612,0.144,5.502872,2079.458,1282,1419,0.91,0.85,5276,955.536,14.081,Berger et al. 2018/Morton et al. 2016
Kepler-1193 b,Kepler-1193,2.832652,0.0402,1.521,0.136,4.471585,1897.99,2135,2363,1.41,1.08,5851,802.116,12.425,Berger et al. 2018/Morton et al. 2016
Kepler-1197 b,Kepler-1197,2.032318,0.0289,1.118,0.1,1.489383,1170.075,1423,1575,0.68,0.78,4762,486.94,13.47,Berger et al. 2018/Morton et al. 2016
Kepler-1198 b,Kepler-1198,7.684772,0.0744,1.439,0.128,3.668621,1739.691,1139,1260,0.89,0.93,5346,743.03,13.483,Berger et al. 2018/Morton et al. 2016
Kepler-1199 b,Kepler-1199,15.04472,0.1168,1.15,0.103,1.64732,1223.131,1148,1271,1.17,0.94,5889,563.493,11.965,Morton et al. 2016
Kepler-1200 b,Kepler-1200,1.11855,0.0191,1.074,0.096,1.290416,1098.53,1702,1883,0.72,0.74,4499,588.715,13.96,Berger et al. 2018/Morton et al. 2016
Kepler-1201 b,Kepler-1201,15.18726,0.1257,1.912,0.171,10.12311,2719.123,1061,1174,0.99,1.15,6136,944.241,13.562,Berger et al. 2018/Morton et al. 2016
Kepler-1203 b,Kepler-1203,0.588001,0.0118,1.216,0.108,2.010639,1335.235,1811,2004,0.7,0.64,3817,317.022,12.861,Berger et al. 2018/Morton et al. 2016
Kepler-1205 b,Kepler-1205,1.07839,0.0194,1.491,0.133,4.164501,1839.495,2026,2242,0.74,0.84,5325,698.485,13.87,Berger et al. 2018/Morton et al. 2016
Kepler-1206 b,Kepler-1206,1.216998,0.0207,1.436,0.128,3.641379,1733.995,1728,1913,0.69,0.8,4859,762.019,14.29,Berger et al. 2018/Morton et al. 2016
Kepler-1210 b,Kepler-1210,8.071241,0.0771,1.672,0.149,6.27007,2202.372,1234,1365,0.93,0.94,5767,1176.53,14.266,Berger et al. 2018/Morton et al. 2016
Kepler-1213 b,Kepler-1213,5.349824,0.0625,1.595,0.142,5.298407,2045.101,1775,1964,1.47,1.14,5941,807.812,12.367,Berger et al. 2018/Morton et al. 2016
Kepler-1215 b,Kepler-1215,4.76704,0.0545,1.121,0.1,1.503706,1175.012,1402,1552,0.89,0.95,5633,661.022,13.162,Berger et al. 2018/Morton et al. 2016
Kepler-1216 b,Kepler-1216,4.370345,0.0521,1.455,0.13,3.816397,1770.184,1600,1771,1.1,0.99,5654,1258.36,13.97,Berger et al. 2018/Morton et al. 2016
Kepler-1217 b,Kepler-1217,2.032325,0.032,1.851,0.165,9.016187,2584.05,2160,2391,1.04,1.06,6151,1347.71,14.121,Berger et al. 2018/Morton et al. 2016
Kepler-1218 b,Kepler-1218,22.92213,0.161,1.742,0.155,7.259158,2348.988,1063,1176,1.41,1.06,5832,840.503,12.501,Berger et al. 2018/Morton et al. 2016
Kepler-1220 b,Kepler-1220,7.426937,0.0745,1.502,0.134,4.275275,1860.865,1289,1427,1.05,1,5575,961.907,13.706,Berger et al. 2018/Morton et al. 2016
Kepler-1222 b,Kepler-1222,1.916944,0.0285,0.766,0.068,0.38595,645.8989,1601,1772,0.75,0.84,5066,415.218,12.704,Berger et al. 2018/Morton et al. 2016
Kepler-1224 b,Kepler-1224,13.32352,0.1162,1.291,0.115,2.489804,1466.91,1207,1336,1.19,1.18,6125,559.598,11.891,Berger et al. 2018/Morton et al. 2016
Kepler-1228 b,Kepler-1228,0.57737,0.0125,1.456,0.13,3.825773,1772.096,2244,2484,0.73,0.78,4767,515.453,13.383,Berger et al. 2018/Morton et al. 2016
Kepler-123 c,Kepler-123,26.69507,0.181,1.572,0.14,5.030559,1998.95,1039,1150,1.36,1.25,6154,1021.66,12.982,Berger et al. 2018/ Rowe et al. 2014
Kepler-1231 b,Kepler-1231,10.41725,0.0937,1.529,0.136,4.556152,1913.701,1157,1281,1.07,1.01,5559,987.237,13.55,Berger et al. 2018/Morton et al. 2016
Kepler-1235 b,Kepler-1235,4.160559,0.0494,0.807,0.072,0.464949,701.0503,1431,1584,0.94,0.93,5327,540.604,12.631,Berger et al. 2018/Morton et al. 2016
Kepler-124 b,Kepler-124,3.410493,0.039,1.228,0.11,2.082407,1356,1349,1493,0.76,0.687,4960,420.046,12.78,Berger et al. 2018/ Rowe et al. 2014
Kepler-1240 b,Kepler-1240,4.866382,0.0558,1.597,0.142,5.322173,2049.132,1712,1894,1.34,0.98,5670,862.186,12.759,Berger et al. 2018/Morton et al. 2016
Kepler-1244 b,Kepler-1244,3.704282,0.0532,1.925,0.172,10.37108,2748.232,2871,3177,2.55,1.46,6730,1075.81,11.503,Berger et al. 2018/Morton et al. 2016
Kepler-1245 b,Kepler-1245,4.354093,0.0496,1.366,0.122,3.046159,1603.031,1313,1453,0.76,0.86,5444,805.936,14.001,Berger et al. 2018/Morton et al. 2016
Kepler-1245 c,Kepler-1245,2.936585,0.0382,1.476,0.132,4.016797,1810.497,1496,1655,0.76,0.86,5444,805.936,14.001,Berger et al. 2018/Morton et al. 2016
Kepler-1248 b,Kepler-1248,7.467254,0.0797,1.18,0.105,1.806015,1273.645,1476,1633,1.21,1.21,6149,593.026,11.771,Morton et al. 2016
Kepler-1254 c,Kepler-1254,3.600843,0.0423,1.186,0.106,1.839027,1283.836,1209,1338,0.7,0.78,4826,622.818,13.866,Berger et al. 2018/Morton et al. 2016
Kepler-1254 d,Kepler-1254,5.727172,0.0577,1.224,0.109,2.058283,1349.065,1035,1146,0.7,0.78,4826,622.818,13.866,Berger et al. 2018/Morton et al. 2016
Kepler-1256 b,Kepler-1256,12.41278,0.1106,1.598,0.143,5.334085,2051.149,1332,1474,1.44,1.17,5994,891.192,12.486,Berger et al. 2018/Morton et al. 2016
Kepler-1257 b,Kepler-1257,2.668314,0.0364,1.421,0.127,3.507348,1705.617,1753,1941,0.87,0.9,5822,1105.95,14.289,Berger et al. 2018/Morton et al. 2016
Kepler-1258 b,Kepler-1258,0.98494,0.0193,1,0.089,1,981.9532,2641,2923,1.12,0.99,5627,717.555,12.763,Berger et al. 2018/Morton et al. 2016
Kepler-1259 b,Kepler-1259,0.663085,0.0138,1.816,0.162,8.421971,2507.684,2530,2800,0.87,0.8,5172,805.562,13.872,Berger et al. 2018/Morton et al. 2016
Kepler-126 b,Kepler-126,10.49571,0.099,1.453,0.13,3.797695,1766.362,1452,1607,1.4,1.18,6270,237.401,9.616,Berger et al. 2018/ Rowe et al. 2014
Kepler-126 c,Kepler-126,21.86974,0.162,1.63,0.145,5.725493,2116.062,1135,1256,1.4,1.18,6270,237.401,9.616,Berger et al. 2018/ Rowe et al. 2014
Kepler-1262 b,Kepler-1262,8.679002,0.0824,1.545,0.138,4.728731,1945.263,1238,1370,0.89,0.99,6115,1054.87,14.059,Berger et al. 2018/Morton et al. 2016
Kepler-1263 b,Kepler-1263,4.5514,0.0507,1.075,0.096,1.294712,1100.137,1224,1354,0.8,0.84,5001,664.83,13.635,Berger et al. 2018/Morton et al. 2016
Kepler-1264 b,Kepler-1264,0.968526,0.0191,1.35,0.12,2.920638,1573.624,2487,2752,0.99,0.99,5606,801.993,13.305,Berger et al. 2018/Morton et al. 2016
Kepler-127 b,Kepler-127,14.43589,0.125,1.506,0.134,4.316077,1868.659,1258,1392,1.39,1.24,6125,352.794,10.536,Berger et al. 2018/ Rowe et al. 2014
Kepler-1271 b,Kepler-1271,3.025596,0.0426,1.498,0.134,4.234751,1853.084,1969,2179,1.17,1.13,6099,831.991,12.861,Berger et al. 2018/Morton et al. 2016
Kepler-1274 b,Kepler-1274,6.981527,0.0809,1.436,0.128,3.641379,1733.995,1987,2199,2.19,1.45,6198,614.648,10.756,Berger et al. 2018/Morton et al. 2016
Kepler-1275 b,Kepler-1275,3.656911,0.0498,1.313,0.117,2.644685,1506.383,1884,2085,1.26,1.23,6081,1153.98,13.4,Berger et al. 2018/Morton et al. 2016
Kepler-1276 b,Kepler-1276,12.57201,0.1105,1.047,0.093,1.178252,1055.445,1205,1334,1.12,1.14,6145,538.481,11.923,Berger et al. 2018/Morton et al. 2016
Kepler-1278 b,Kepler-1278,3.239413,0.0444,1.257,0.112,2.263439,1406.66,2079,2301,1.4,1.11,6010,889.426,12.625,Berger et al. 2018/Morton et al. 2016
Kepler-128 b,Kepler-128,15.09,0.123,1.477,0.132,0.77,369.7511,1384,1532,1.68,1.09,6081,396.379,10.373,Berger et al. 2018/Hadden & Lithwick 2016
Kepler-128 c,Kepler-128,22.804,0.162,1.338,0.119,0.9,492.1797,1206,1335,1.68,1.09,6081,396.379,10.373,Berger et al. 2018/Hadden & Lithwick 2016
Kepler-1281 b,Kepler-1281,3.116028,0.0399,1.64,0.146,5.851935,2136.498,1504,1664,0.83,0.87,5353,1221.53,14.477,Morton et al. 2016
Kepler-1282 b,Kepler-1282,2.131947,0.0315,1.389,0.124,3.233336,1645.649,1870,2069,0.85,0.92,5843,1103.29,14.318,Berger et al. 2018/Morton et al. 2016
Kepler-1284 b,Kepler-1284,0.664074,0.0141,1.244,0.111,2.180942,1383.867,2449,2711,0.83,0.84,5182,882.324,14.162,Berger et al. 2018/Morton et al. 2016
Kepler-1285 b,Kepler-1285,14.79675,0.1253,1.108,0.099,1.44235,1153.671,1315,1456,1.48,1.2,6213,422.269,10.785,Berger et al. 2018/Morton et al. 2016
Kepler-1287 b,Kepler-1287,11.47686,0.0982,1.427,0.127,3.560526,1716.948,1058,1170,0.94,0.96,5550,1003.26,13.925,Berger et al. 2018/Morton et al. 2016
Kepler-1288 b,Kepler-1288,2.761224,0.0409,1.12,0.1,1.498921,1173.366,2122,2348,1.29,1.2,6132,814.078,12.239,Morton et al. 2016
Kepler-1289 b,Kepler-1289,7.990196,0.0807,1.54,0.137,4.674303,1935.38,1359,1504,1.21,1.1,5696,1053.57,13.439,Berger et al. 2018/Morton et al. 2016
Kepler-1290 b,Kepler-1290,4.695001,0.0539,1.688,0.151,6.487008,2235.581,1662,1840,1.09,0.95,6000,1593.7,14.505,Berger et al. 2018/Morton et al. 2016
Kepler-1291 b,Kepler-1291,8.630433,0.0777,1.347,0.12,2.897525,1568.132,1002,1109,0.72,0.84,5346,897.352,14.412,Berger et al. 2018/Morton et al. 2016
Kepler-1292 b,Kepler-1292,3.276464,0.0424,1.779,0.159,7.825021,2427.864,1739,1925,1,0.95,5814,1493.43,14.679,Berger et al. 2018/Morton et al. 2016
Kepler-1293 b,Kepler-1293,5.576548,0.065,1.294,0.115,2.510529,1472.27,1977,2187,1.73,1.18,6219,1028.16,12.412,Berger et al. 2018/Morton et al. 2016
Kepler-1295 b,Kepler-1295,3.81372,0.0465,1.406,0.125,3.376906,1677.41,1455,1610,0.84,0.92,5556,1174.46,14.563,Berger et al. 2018/Morton et al. 2016
Kepler-1297 b,Kepler-1297,1.68189,0.0276,1.349,0.12,2.912919,1571.793,2610,2889,1.46,0.99,5825,1439.47,13.684,Berger et al. 2018/Morton et al. 2016
Kepler-1298 b,Kepler-1298,7.128119,0.082,1.517,0.135,4.429728,1890.152,2004,2218,2.23,1.45,6238,544.163,10.415,Berger et al. 2018/Morton et al. 2016
Kepler-130 b,Kepler-130,8.457458,0.079,1.032,0.092,1.119067,1031.781,1384,1531,1.15,1,5887,316.663,10.81,Berger et al. 2018/ Rowe et al. 2014
Kepler-1300 b,Kepler-1300,22.24191,0.1685,1.751,0.156,7.393994,2368.087,1232,1364,1.86,1.29,6021,777.025,11.678,Berger et al. 2018/Morton et al. 2016
Kepler-1301 b,Kepler-1301,9.08237,0.0807,1.411,0.126,3.419992,1686.793,1059,1172,0.83,0.85,5359,854.28,13.963,Berger et al. 2018/Morton et al. 2016
Kepler-1303 b,Kepler-1303,7.561272,0.0756,1.334,0.119,2.798885,1544.416,1303,1442,0.99,1.01,5844,897.783,13.451,Berger et al. 2018/Morton et al. 2016
Kepler-1308 b,Kepler-1308,2.104338,0.0226,0.886,0.079,0.649028,811.8703,1029,1140,0.48,0.35,3628,112.705,11.878,Berger et al. 2018/Morton et al. 2016
Kepler-1310 b,Kepler-1310,0.679336,0.0147,1.353,0.121,2.943884,1579.123,2604,2882,0.88,0.91,5463,569.185,12.912,Berger et al. 2018/Morton et al. 2016
Kepler-1311 b,Kepler-1311,11.1727,0.0994,1.535,0.137,4.620328,1925.515,1474,1632,1.72,1.05,5754,866.331,12.169,Berger et al. 2018/Morton et al. 2016
Kepler-1311 c,Kepler-1311,2.535734,0.037,1.398,0.125,3.308784,1662.436,2417,2675,1.72,1.05,5754,866.331,12.169,Berger et al. 2018/Morton et al. 2016
Kepler-1315 b,Kepler-1315,0.84338,0.0162,1.414,0.126,3.446032,1692.432,1949,2157,0.71,0.8,4780,480.869,13.33,Berger et al. 2018/Morton et al. 2016
Kepler-1317 b,Kepler-1317,0.568874,0.0126,1.471,0.131,3.968411,1800.869,2514,2782,0.77,0.83,5220,728.303,13.822,Berger et al. 2018/Morton et al. 2016
Kepler-132 b,Kepler-132,6.178196,0.067,1.21,0.108,1.975432,1324.897,1552,1717,1.18,1.014,6003,349.549,10.797,Rowe et al. 2014
Kepler-132 c,Kepler-132,6.414914,0.068,1.28,0.114,2.414864,1447.317,1540,1705,1.18,1.014,6003,349.549,10.797,Rowe et al. 2014
Kepler-132 d,Kepler-132,18.0102,0.136,1.55,0.138,4.783613,1955.165,1089,1205,1.18,1.014,6003,349.549,10.797,Rowe et al. 2014
Kepler-1320 b,Kepler-1320,0.868387,0.0165,1.324,0.118,2.724672,1526.262,1795,1986,0.61,0.8,4792,647.424,14.231,Berger et al. 2018/Morton et al. 2016
Kepler-1322 b,Kepler-1322,0.962867,0.0184,1.827,0.163,8.605588,2531.595,2549,2821,0.97,0.9,5698,1350.32,14.572,Berger et al. 2018/Morton et al. 2016
Kepler-1323 b,Kepler-1323,0.929907,0.0197,1.289,0.115,2.476056,1463.34,2952,3267,1.23,1.18,6063,465.417,11.387,Berger et al. 2018/Morton et al. 2016
Kepler-1324 b,Kepler-1324,4.115845,0.0463,1.554,0.139,4.827848,1963.1,1121,1241,0.66,0.78,4820,481.667,13.472,Berger et al. 2018/Morton et al. 2016
Kepler-1327 b,Kepler-1327,14.88801,0.1192,1.8,0.161,8.15995,2473.052,1065,1179,1.03,1.02,5885,678.069,12.788,Morton et al. 2016
Kepler-1328 b,Kepler-1328,4.521589,0.0535,1.342,0.12,2.859295,1558.995,1713,1895,1.32,1,5597,813.543,12.695,Berger et al. 2018/Morton et al. 2016
Kepler-1331 b,Kepler-1331,0.789162,0.015,0.9,0.08,0.686405,832.1204,1669,1847,0.61,0.72,4248,319.197,13.084,Berger et al. 2018/Morton et al. 2016
Kepler-1332 b,Kepler-1332,11.87457,0.1001,1.395,0.124,3.283496,1656.833,1048,1160,0.93,0.95,5581,528.685,12.568,Berger et al. 2018/Morton et al. 2016
Kepler-1335 b,Kepler-1335,6.264068,0.061,1.386,0.124,3.208465,1640.067,1072,1187,0.73,0.77,5032,621.853,13.787,Berger et al. 2018/Morton et al. 2016
Kepler-1338 b,Kepler-1338,0.935118,0.019,1.047,0.093,1.178252,1055.445,2973,3290,1.3,1.04,5834,753.26,12.496,Berger et al. 2018/Morton et al. 2016
Kepler-1339 b,Kepler-1339,1.341555,0.0233,0.962,0.086,0.870785,923.9567,2661,2945,1.26,0.94,5874,371.049,11.026,Berger et al. 2018/Morton et al. 2016
Kepler-134 b,Kepler-134,5.317429,0.06,1.792,0.16,8.031166,2455.802,1473,1631,0.98,1.017,5918,334.797,11.26,Berger et al. 2018/ Rowe et al. 2014
Kepler-134 c,Kepler-134,10.10579,0.092,1.188,0.106,1.850127,1287.24,1190,1317,0.98,1.017,5918,334.797,11.26,Berger et al. 2018/ Rowe et al. 2014
Kepler-1340 b,Kepler-1340,0.665027,0.0161,1.054,0.094,1.206629,1066.555,2883,3191,1.01,1.27,5909,981.779,13.563,Berger et al. 2018/Morton et al. 2016
Kepler-1342 b,Kepler-1342,2.21571,0.0325,1.584,0.141,5.169057,2022.981,1697,1878,0.84,0.93,5417,890.724,13.971,Berger et al. 2018/Morton et al. 2016
Kepler-1344 b,Kepler-1344,4.768305,0.0571,1.845,0.165,8.912243,2570.899,1615,1787,1.16,1.09,5815,853.959,12.961,Berger et al. 2018/Morton et al. 2016
Kepler-1346 b,Kepler-1346,3.401657,0.0462,1.327,0.118,2.746785,1531.7,1682,1861,0.9,1.14,6186,843.701,13.392,Berger et al. 2018/Morton et al. 2016
Kepler-1349 b,Kepler-1349,2.128239,0.034,0.697,0.062,0.275497,556.8552,2343,2593,1.38,1.16,5970,276.323,10.072,Berger et al. 2018/Morton et al. 2016
Kepler-135 c,Kepler-135,11.44871,0.103,1.392,0.124,3.258347,1651.238,1380,1528,1.43,1.091,6014,621.855,11.722,Berger et al. 2018/ Rowe et al. 2014
Kepler-1350 c,Kepler-1350,1.766789,0.0234,1.659,0.148,6.097695,2175.523,1084,1200,0.53,0.55,3698,340.691,13.989,Berger et al. 2018/Morton et al. 2016
Kepler-1351 b,Kepler-1351,0.916141,0.0164,0.551,0.049,0.118998,384.8833,1571,1739,0.56,0.7,4365,202.782,12.225,Berger et al. 2018/Morton et al. 2016
Kepler-1352 b,Kepler-1352,1.877883,0.0308,0.88,0.079,0.633467,803.2473,2313,2560,1.26,1.11,5870,670.829,12.25,Berger et al. 2018/Morton et al. 2016
Kepler-1355 b,Kepler-1355,1.289588,0.0222,1.308,0.117,2.608893,1497.378,1986,2198,0.77,0.88,5475,911.269,14.18,Berger et al. 2018/Morton et al. 2016
Kepler-1356 b,Kepler-1356,0.634003,0.0135,1.322,0.118,2.710001,1522.64,2385,2639,0.74,0.82,5228,845.228,14.268,Berger et al. 2018/Morton et al. 2016
Kepler-1357 b,Kepler-1357,3.009132,0.0398,1.22,0.109,2.034361,1342.144,1663,1840,0.89,0.93,5708,1015.69,14.05,Berger et al. 2018/Morton et al. 2016
Kepler-1358 b,Kepler-1358,7.063173,0.0674,1.147,0.102,1.632024,1218.121,1110,1228,0.78,0.82,5297,546.998,13.22,Berger et al. 2018/Morton et al. 2016
Kepler-1361 b,Kepler-1361,3.57555,0.043,0.749,0.067,0.356222,623.5165,1313,1453,0.77,0.83,5037,389.143,12.514,Berger et al. 2018/Morton et al. 2016
Kepler-1363 b,Kepler-1363,2.941941,0.0367,1.134,0.101,1.566919,1196.496,1315,1455,0.7,0.76,4888,541.714,13.665,Berger et al. 2018/Morton et al. 2016
Kepler-1365 b,Kepler-1365,7.699935,0.0763,1.372,0.122,3.094214,1614.109,1633,1807,1.65,1,5700,840.128,12.251,Berger et al. 2018/Morton et al. 2016
Kepler-1365 c,Kepler-1365,4.77468,0.0555,1.201,0.107,1.923456,1309.444,1915,2119,1.65,1,5700,840.128,12.251,Berger et al. 2018/Morton et al. 2016
Kepler-1366 b,Kepler-1366,2.164571,0.0279,1.566,0.14,4.962321,1986.974,1199,1327,0.68,0.62,3943,465.826,13.772,Berger et al. 2018/Morton et al. 2016
Kepler-1367 b,Kepler-1367,1.57409,0.0226,0.899,0.08,0.683685,830.6679,1412,1563,0.63,0.62,4342,401.484,13.513,Berger et al. 2018/Morton et al. 2016
Kepler-1368 b,Kepler-1368,0.675649,0.0154,1.406,0.125,3.376906,1677.41,2955,3271,0.99,1.07,5983,1635.82,14.701,Berger et al. 2018/Morton et al. 2016
Kepler-137 b,Kepler-137,8.436387,0.077,1.614,0.144,5.527295,2083.514,1078,1193,0.86,0.84,5237,302.979,11.65,Berger et al. 2018/ Rowe et al. 2014
Kepler-1370 c,Kepler-1370,7.441421,0.079,1.539,0.137,4.663472,1933.405,1662,1839,1.5,1.19,6190,1004.1,12.681,Berger et al. 2018/Morton et al. 2016
Kepler-1371 b,Kepler-1371,3.446204,0.0426,0.943,0.084,0.810906,895.4426,1538,1702,0.96,0.87,5260,515.334,12.536,Berger et al. 2018/Morton et al. 2016
Kepler-1371 c,Kepler-1371,2.005413,0.0297,0.866,0.077,0.598204,783.2576,1842,2039,0.96,0.87,5260,515.334,12.536,Berger et al. 2018/Morton et al. 2016
Kepler-1372 b,Kepler-1372,1.311556,0.0233,1.266,0.113,2.321853,1422.519,2463,2726,1.06,0.98,5928,1303.22,14.113,Berger et al. 2018/Morton et al. 2016
Kepler-1373 b,Kepler-1373,1.291233,0.0248,1.718,0.153,6.908256,2298.333,3552,3931,2.09,1.22,6280,1699.46,13.121,Berger et al. 2018/Morton et al. 2016
Kepler-1376 b,Kepler-1376,5.308807,0.0592,1.075,0.096,1.294712,1100.137,1459,1614,0.95,0.98,5911,868.056,13.444,Berger et al. 2018/Morton et al. 2016
Kepler-1377 b,Kepler-1377,0.740928,0.0152,1.25,0.112,2.218744,1394.37,2361,2613,0.82,0.86,5218,1146.1,14.319,Morton et al. 2016
Kepler-1379 b,Kepler-1379,0.881841,0.0169,1.318,0.118,2.68083,1515.407,2260,2501,0.82,0.83,5266,971.325,14.406,Berger et al. 2018/Morton et al. 2016
Kepler-1383 b,Kepler-1383,13.90936,0.1223,1.5,0.134,4.254978,1856.973,1362,1507,1.61,1.26,6093,1027.21,12.65,Berger et al. 2018/Morton et al. 2016
Kepler-1385 b,Kepler-1385,2.888799,0.0416,1.067,0.095,1.260629,1087.299,2249,2489,1.69,1.15,5727,688.795,11.724,Berger et al. 2018/Morton et al. 2016
Kepler-1386 b,Kepler-1386,6.739724,0.0703,1.313,0.117,2.644685,1506.383,1312,1452,1.05,1.02,5513,835.882,13.211,Berger et al. 2018/Morton et al. 2016
Kepler-1387 b,Kepler-1387,2.279527,0.0317,0.78,0.07,0.41174,664.5462,1463,1619,0.71,0.82,5019,455.358,13.06,Berger et al. 2018/Morton et al. 2016
Kepler-1390 b,Kepler-1390,6.480217,0.0676,1.225,0.109,2.064295,1350.798,1270,1406,0.95,0.98,5500,723.431,13.178,Berger et al. 2018/Morton et al. 2016
Kepler-1393 b,Kepler-1393,2.443578,0.0349,0.8,0.071,0.450705,691.5182,1802,1994,0.92,0.95,5697,544.456,12.226,Morton et al. 2016
Kepler-1394 b,Kepler-1394,3.937664,0.0575,1.003,0.089,1.010756,986.5864,2345,2595,2.02,1.64,6422,640.409,10.948,Berger et al. 2018/Morton et al. 2016
Kepler-1395 b,Kepler-1395,3.784706,0.0501,0.697,0.062,0.275497,556.8552,1837,2033,1.21,1.17,6069,492.894,11.574,Berger et al. 2018/Morton et al. 2016
Kepler-1396 b,Kepler-1396,18.22064,0.1432,1.59,0.142,5.239326,2035.035,1024,1134,1.12,1.18,5947,1066.46,13.492,Berger et al. 2018/Morton et al. 2016
Kepler-1398 b,Kepler-1398,2.788157,0.0404,0.96,0.086,0.864337,920.9399,2086,2309,1.3,1.13,5969,852.204,12.695,Berger et al. 2018/Morton et al. 2016
Kepler-1398 c,Kepler-1398,4.138276,0.0525,1.058,0.094,1.223063,1072.922,1830,2025,1.3,1.13,5969,852.204,12.695,Berger et al. 2018/Morton et al. 2016
