# Wavelenth(micron)	F_planet(10^-6 erg/cm^2/s/Hz)
0.30005903563735375	0.12342700207346413
0.3003592447525199	0.1074722991639487
0.3006597542269558	0.10292961815108341
0.300960564361171	0.12234844642139071
0.30126167545597554	0.09257689943266922
0.3015630878124805	0.09633525889856419
0.30186480173209856	0.11570564832260335
0.30216681751654345	0.14764419713662902
0.30246913546783105	0.10856280291177775
0.3027717558882791	0.12133683129078966
0.3030746790805082	0.10436253128824453
0.30337790534744163	0.10105628562936542
0.30368143499230554	0.11172898371167683
0.3039852683186298	0.10807152372668281
0.3042894056302477	0.11340697019945813
0.30459384723129695	0.09823620114669904
0.3048985934262188	0.1261026736090765
0.30520364451975973	0.09635259336593807
0.3055090008169708	0.1170925202092579
0.3058146626232074	0.12848643021245335
0.30612063024413205	0.12738026932628918
0.30642690398571265	0.10131183608378576
0.30673348415422236	0.11848514994697346
0.30704037105624177	0.10244995199870054
0.3073475649986577	0.11385742218612385
0.30765506628866374	0.12002135744946248
0.3079628752337625	0.11125419384868095
0.3082709921417617	0.11487388775585901
0.30857941732077815	0.11712117178171429
0.30888815107923795	0.11648127138596778
0.30919719372587473	0.1230585670856768
0.30950654556973123	0.13087891279371106
0.30981620692015943	0.11947592527817562
0.31012617808682075	0.1496439119931056
0.31043645937968534	0.11570206599245136
0.3107470511090351	0.11684722907189547
0.3110579535854616	0.11645230876565227
0.3113691671198673	0.12367132717011227
0.31168069202346704	0.12084759555810078
0.31199252860778476	0.12562583476972805
0.31230467718465704	0.11669619926960814
0.31261713806623304	0.11874336836083073
0.3129299115649728	0.1269192986298995
0.3132429979936502	0.12274297333135412
0.31355639766535176	0.13095682236512324
0.3138701108934763	0.11638061071994446
0.31418413799173767	0.12181887770941753
0.31449847927416325	0.13649698053071901
0.3148131350550942	0.1256856752651322
0.31512810564918703	0.12106904090253033
0.3154433913714119	0.12743183676356581
0.31575899253705464	0.1379136640166813
0.3160749094617161	0.14713895886105832
0.3163911424613123	0.13945366974422616
0.3167076918520775	0.1337774048146873
0.3170245579505614	0.131097945240929
0.3173417410736292	0.13010349341910502
0.3176592415384646	0.12231475576570942
0.3179770596625682	0.13424228533571453
0.31829519576375775	0.13749389604311887
0.31861365016017007	0.13643595674614725
0.3189324231702587	0.1381440006115401
0.31925151511279676	0.15715550934076947
0.3195709263068769	0.1415309943617067
0.31989065707190945	0.14389605389394539
0.32021070772762594	0.14483656724114427
0.32053107859407703	0.13380901908437448
0.3208517699916327	0.12884197955245966
0.32117278224098533	0.1582102650025739
0.32149411566314745	0.1551859123604947
0.32181577057945177	0.14203203794107122
0.32213774731155354	0.15611409449487804
0.32246004618142987	0.15017853971290207
0.32278266751137896	0.16399307838703128
0.323105611624022	0.16891936344417918
0.32342887884230354	0.14524075738927733
0.32375246948949077	0.14041806124016165
0.32407638388917476	0.1592825739267082
0.3244006223652699	0.1508288429800434
0.3247251852420147	0.1487451681599713
0.3250500728439716	0.15780543007756279
0.32537528549602773	0.16719168333842732
0.32570082352339647	0.1487053690100721
0.32602668725161615	0.14132966904987432
0.3263528770065502	0.1444843461263417
0.32667939311438926	0.1470020519913181
0.3270062359016485	0.14951882816192974
0.3273334056951695	0.1608086443506515
0.32766090282212285	0.15470968881953598
0.32798872761000714	0.15748339606742287
0.32831688038664697	0.15471031866457155
0.32864536148019385	0.16185370598318086
0.3289741712191297	0.15207156989653903
0.32930330993226514	0.1565491846691437
0.32963277794873797	0.13946705856054417
0.32996257559801523	0.14523039113250377
0.33029270320989507	0.1612721360776683
0.3306231611145066	0.171063932381389
0.3309539496423071	0.1643282496889779
0.3312850691240847	0.15686586275141493
0.33161651989095925	0.16351741364843794
0.3319483022743805	0.1536865050120667
0.3322804166061314	0.15858269161784685
0.3326128632183269	0.16895002765382233
0.3329456424434135	0.16648490094335078
0.3332787546141702	0.17373314413125554
0.33361220006370884	0.1924035795194097
0.333945979125476	0.1662228318840123
0.3342800921332507	0.18720751906782587
0.3346145394211455	0.16368530572225073
0.33494932132360705	0.1745553519044218
0.33528443817541764	0.16646581646419575
0.3356198903116948	0.17509136159768982
0.33595567806788895	0.15795615034799762
0.33629180177978923	0.1855425139270065
0.33662826178351984	0.17406153969124477
0.3369650584155399	0.17713336669132543
0.33730219201264616	0.1984643804017274
0.337639662911973	0.16170827055057277
0.33797747145099094	0.19065787660529546
0.3383156179675081	0.18070727455749266
0.3386541027996724	0.17219267186946186
0.3389929262859681	0.1817296435813935
0.3393320887652174	0.18694028964811477
0.33967159057658325	0.18019090305124558
0.3400114320595682	0.19230722593532
0.34035161355401444	0.1836734948976439
0.34069213540010307	0.21151272109003877
0.34103299793835534	0.17734845600333052
0.34137420150963343	0.1689673969631729
0.3417157464551409	0.17597883601672637
0.3420576331164234	0.18767865824459004
0.3423998618353671	0.19273666069100043
0.3427424329542007	0.20948118451370426
0.34308534681549624	0.18225702482120712
0.3434286037621676	0.18742129828388246
0.3437722041374721	0.18369852967734296
0.34411614828500847	0.2532125510243315
0.3444604365487217	0.23241166985133793
0.34480506927290067	0.17604361984312228
0.34515004680217665	0.19159079202162163
0.3454953694815278	0.19755551879694344
0.34584103765627777	0.19358921129644005
0.34618705167209435	0.19637501719761757
0.3465334118749911	0.20852813619181704
0.3468801186113284	0.2137228415796911
0.34722717222781396	0.18673018435508415
0.3475745730715008	0.24093837063045234
0.34792232148978935	0.23005816269213875
0.3482704178304284	0.1779451577947016
0.3486188624415139	0.20789006084845077
0.3489676556714908	0.209872404386386
0.3493167978691525	0.23780992205462834
