#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	2028270705.7961776
1.0005e-05	2048032229.803396
1.00100025e-05	2067803634.5726187
1.0015007501249999e-05	2087584925.044228
1.0020015005000623e-05	2107376106.161071
1.0025025012503123e-05	2127177182.8684714
1.0030037525009374e-05	2146988160.11423
1.0035052543771878e-05	2166809042.848605
1.0040070070043764e-05	2186639836.0243535
1.0045090105078785e-05	2206480544.5966873
1.0050112650131324e-05	2226331173.52331
1.0055137706456389e-05	2246191727.7643905
1.0060165275309616e-05	2266062212.2825933
1.006519535794727e-05	2285942632.0430536
1.0070227955626243e-05	2305832992.013398
1.0075263069604055e-05	2325733297.1637244
1.0080300701138856e-05	2345643552.4666266
1.0085340851489426e-05	2365563762.897183
1.009038352191517e-05	2385493933.432956
1.0095428713676127e-05	2405434069.053993
1.0100476428032965e-05	2425384174.742844
1.0105526666246981e-05	2445344255.4845366
1.0110579429580105e-05	2465314316.2666035
1.0115634719294895e-05	2485294362.0790606
1.0120692536654542e-05	2505284397.914421
1.0125752882922869e-05	2525284428.7677026
1.013081575936433e-05	2545294459.636407
1.0135881167244011e-05	2565314495.520547
1.0140949107827633e-05	2585344541.4226313
1.0146019582381546e-05	2605384602.3476615
1.0151092592172736e-05	2625434683.303155
1.0156168138468821e-05	2645494789.2991276
1.0161246222538055e-05	2665564925.3480983
1.0166326845649323e-05	2685645096.4650917
1.0171410009072148e-05	2705735307.667648
1.0176495714076684e-05	2725835563.9758058
1.0181583961933721e-05	2745945870.4121146
1.0186674753914688e-05	2766066232.0016418
1.0191768091291644e-05	2786196653.771964
1.019686397533729e-05	2806337140.7531705
1.0201962407324957e-05	8280767972.14045
1.0207063388528619e-05	22478505708.12513
1.0212166920222883e-05	36683342312.9796
1.0217273003682993e-05	50895281336.133766
1.0222381640184834e-05	65114326328.79987
1.0227492831004925e-05	79340480843.96306
1.0232606577420428e-05	93573748436.3861
1.0237722880709138e-05	107814132662.6046
1.0242841742149492e-05	122061637080.93657
1.0247963163020567e-05	136316265251.4776
1.0253087144602076e-05	150578020736.1009
1.0258213688174376e-05	164846907098.46667
1.0263342795018462e-05	163872718960.8263
1.026847446641597e-05	154744612471.07816
1.0273608703649178e-05	145611941928.08527
1.0278745508001002e-05	136474705049.8211
1.0283884880755002e-05	127332899553.1171
1.0289026823195379e-05	118186523153.66556
1.0294171336606976e-05	109035573566.0138
1.029931842227528e-05	99880048503.567
1.0304468081486416e-05	90719945678.59132
1.0309620315527159e-05	81555262802.20181
1.0314775125684922e-05	72385997584.37448
1.0319932513247765e-05	63212147733.937195
1.0325092479504388e-05	54033710958.57582
1.0330255025744139e-05	44850684964.82808
1.0335420153257011e-05	35663067458.08061
1.0340587863333639e-05	26470856142.581024
1.0345758157265306e-05	17274048721.42273
1.0350931036343938e-05	9720177700.74832
1.035610650186211e-05	9672524254.044556
1.0361284555113042e-05	9624846980.61744
1.0366465197390597e-05	9577145868.553625
1.0371648429989291e-05	9529420905.933773
1.0376834254204286e-05	9481672080.832603
1.0382022671331387e-05	9433899381.318895
1.0387213682667053e-05	9386102795.45542
1.0392407289508385e-05	9338282311.299019
1.039760349315314e-05	9290437916.900532
1.0402802294899715e-05	9242569600.304857
1.0408003696047164e-05	9194677349.550882
1.0413207697895187e-05	9146761152.671526
1.0418414301744134e-05	9098820997.69373
1.0423623508895005e-05	9050856872.638447
1.0428835320649452e-05	9002868765.52064
1.0434049738309776e-05	8954856664.349264
1.043926676317893e-05	8906820557.127308
1.0444486396560519e-05	8858760431.851746
1.0449708639758799e-05	8810676276.513536
1.0454933494078678e-05	8762568079.097664
1.0460160960825716e-05	8714435827.583088
1.0465391041306128e-05	8666279509.942753
1.047062373682678e-05	8618099114.14359
1.0475859048695193e-05	8569894628.146537
1.048109697821954e-05	8521666039.906483
1.0486337526708649e-05	8473413337.372301
1.0491580695472002e-05	8425136508.486862
1.0496826485819737e-05	8376835541.18698
1.0502074899062647e-05	8328510423.403435
1.0507325936512178e-05	8280161143.061001
1.0512579599480434e-05	8231787688.078399
1.0517835889280174e-05	8183390046.3682995
1.0523094807224814e-05	8134968205.837351
1.0528356354628426e-05	8086522154.386135
1.053362053280574e-05	8038051879.909197
1.0538887343072141e-05	7989557370.295029
1.0544156786743677e-05	7941038613.426039
1.054942886513705e-05	7892495597.178616
1.0554703579569616e-05	7843928309.423081
1.0559980931359401e-05	7795336738.023657
1.056526092182508e-05	7746720870.838542
1.0570543552285992e-05	7698080695.719824
1.0575828824062135e-05	7649416200.513553
1.0581116738474165e-05	7600727373.059679
1.0586407296843401e-05	7552014201.192085
1.0591700500491821e-05	7503276672.738557
1.0596996350742067e-05	7454514775.520794
1.0602294848917437e-05	7438619497.248291
1.0607595996341894e-05	7465787701.088115
1.0612899794340065e-05	7492969489.029863
1.0618206244237235e-05	7520164867.865587
1.0623515347359354e-05	7547373844.390727
1.0628827105033032e-05	7574596425.404121
1.0634141518585548e-05	7601832617.708031
1.063945858934484e-05	7629082428.1080885
1.0644778318639512e-05	7656345863.413344
1.0650100707798832e-05	7683622930.436257
1.0655425758152731e-05	7710913635.992682
1.0660753471031808e-05	7738217986.901886
1.0666083847767323e-05	7765535989.986539
1.0671416889691207e-05	7792867652.072741
1.0676752598136052e-05	7820212979.9899845
1.068209097443512e-05	7847571980.571185
1.0687432019922336e-05	7874944660.652671
1.0692775735932296e-05	7902331027.074197
1.0698122123800262e-05	7929731086.678941
1.0703471184862162e-05	7957144846.313482
1.0708822920454592e-05	7984572312.82784
1.0714177331914817e-05	8012013493.075454
1.0719534420580774e-05	8039468393.913191
1.0724894187791063e-05	8066937022.201351
1.0730256634884958e-05	8094419384.803652
1.07356217632024e-05	8121915488.587259
1.0740989574084001e-05	8149425340.422759
1.0746360068871043e-05	8176948947.184176
1.0751733248905478e-05	8204486315.748972
1.075710911552993e-05	8232037452.998048
1.0762487670087694e-05	8259602365.81575
1.0767868913922737e-05	8287181061.089865
1.0773252848379699e-05	8314773545.711615
1.0778639474803887e-05	8342379826.575671
1.0784028794541288e-05	8369999910.580158
1.0789420808938557e-05	8397633804.626649
1.0794815519343025e-05	8425281515.620163
1.0800212927102695e-05	8452943050.469173
1.0805613033566246e-05	8480618416.085612
1.0811015840083028e-05	8508307619.384855
1.0816421348003069e-05	8536010667.285751
1.082182955867707e-05	8563727566.710598
1.0827240473456408e-05	8591458324.585155
1.0832654093693135e-05	8619202947.838648
1.0838070420739981e-05	8646961443.403774
1.084348945595035e-05	8674733818.216677
1.0848911200678325e-05	8702520079.21699
1.0854335656278664e-05	8730320233.347805
1.0859762824106803e-05	8758134287.555683
1.0865192705518855e-05	8785962248.790663
1.0870625301871615e-05	8813804124.006266
1.087606061452255e-05	8841659920.159475
1.0881498644829812e-05	8869529644.210762
1.0886939394152226e-05	8897413303.12407
1.08923828638493e-05	8925310903.866833
1.0897829055281224e-05	8953222453.409967
1.0903277969808865e-05	8981147958.72788
1.0908729608793769e-05	9009087426.798449
1.0914183973598165e-05	9037040864.60305
1.0919641065584963e-05	9065008279.126553
1.0925100886117754e-05	9092989677.357317
1.0930563436560812e-05	9120985066.287195
1.0936028718279092e-05	9148994452.911547
1.0941496732638231e-05	9177017844.229206
1.094696748100455e-05	9205055247.242527
1.0952440964745053e-05	9233106668.957355
1.0957917185227426e-05	9261172116.383041
1.0963396143820038e-05	9289251596.532433
1.0968877841891948e-05	9317345116.421907
1.0974362280812893e-05	9345452683.07132
1.09798494619533e-05	9373574303.50406
1.0985339386684276e-05	9401709984.747017
1.0990832056377618e-05	9429859733.830597
1.0996327472405806e-05	9458023557.78872
1.1001825636142008e-05	9486201463.658813
1.1007326548960078e-05	9514393458.481844
1.1012830212234557e-05	9542599549.302284
1.1018336627340674e-05	9570819743.168144
1.1023845795654344e-05	9599054047.13093
1.102935771855217e-05	9627302468.245697
1.1034872397411445e-05	9655565013.571022
