#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	2447977792.774757
1.0005e-05	2471828540.006284
1.00100025e-05	2495691212.611428
1.0015007501249999e-05	2519565816.552877
1.0020015005000623e-05	2543452357.7962937
1.0025025012503123e-05	2567350842.310331
1.0030037525009374e-05	2591261276.066631
1.0035052543771878e-05	2615183665.0398016
1.0040070070043764e-05	2639118015.207465
1.0045090105078785e-05	2663064332.5502105
1.0050112650131324e-05	2687022623.051631
1.0055137706456389e-05	2710992892.698294
1.0060165275309616e-05	2734975147.479783
1.006519535794727e-05	2758969393.3886614
1.0070227955626243e-05	2782975636.4204993
1.0075263069604055e-05	2806993882.5738482
1.0080300701138856e-05	2831024137.850275
1.0085340851489426e-05	2855066408.254343
1.009038352191517e-05	2879120699.793616
1.0095428713676127e-05	2903187018.478652
1.0100476428032965e-05	2927265370.3230357
1.0105526666246981e-05	2951355761.343338
1.0110579429580105e-05	2975458197.559155
1.0115634719294895e-05	2999572684.993078
1.0120692536654542e-05	3023699229.6707153
1.0125752882922869e-05	3047837837.6206956
1.013081575936433e-05	3071988514.874646
1.0135881167244011e-05	3096151267.4672246
1.0140949107827633e-05	3120326101.436103
1.0146019582381546e-05	3144513022.8219585
1.0151092592172736e-05	3168712037.668509
1.0156168138468821e-05	3192923152.022484
1.0161246222538055e-05	3217146371.933636
1.0166326845649323e-05	3241381703.454741
1.0171410009072148e-05	3265629152.6416125
1.0176495714076684e-05	3289888725.5530777
1.0181583961933721e-05	3314160428.250995
1.0186674753914688e-05	3338444266.800261
1.0191768091291644e-05	3362740247.2688026
1.019686397533729e-05	3387048375.727577
1.0201962407324957e-05	9994295162.372345
1.0207063388528619e-05	27129949977.091778
1.0212166920222883e-05	44274172619.22073
1.0217273003682993e-05	61426967372.667465
1.0222381640184834e-05	78588338523.49135
1.0227492831004925e-05	95758290359.89157
1.0232606577420428e-05	112936827172.21269
1.0237722880709138e-05	130123953252.93912
1.0242841742149492e-05	147319672896.70633
1.0247963163020567e-05	164523990400.29526
1.0253087144602076e-05	181736910062.6324
1.0258213688174376e-05	198958436184.80087
1.0263342795018462e-05	197782660722.42636
1.026847446641597e-05	186765688523.82867
1.0273608703649178e-05	175743207839.13184
1.0278745508001002e-05	164715215914.09296
1.0283884880755002e-05	153681709993.09064
1.0289026823195379e-05	142642687319.12885
1.0294171336606976e-05	131598145133.82947
1.029931842227528e-05	120548080677.43597
1.0304468081486416e-05	109492491188.81711
1.0309620315527159e-05	98431373905.45233
1.0314775125684922e-05	87364726063.44629
