#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	6528023149.758919
1.0005e-05	6591625944.901098
1.00100025e-05	6655260541.440851
1.0015007501249999e-05	6718926955.278881
1.0020015005000623e-05	6782625202.323822
1.0025025012503123e-05	6846355298.492282
1.0030037525009374e-05	6910117259.708841
1.0035052543771878e-05	6973911101.90599
1.0040070070043764e-05	7037736841.024254
1.0045090105078785e-05	7101594493.01207
1.0050112650131324e-05	7165484073.825891
1.0055137706456389e-05	7229405599.430099
1.0060165275309616e-05	7293359085.797113
1.006519535794727e-05	7357344548.907309
1.0070227955626243e-05	7421362004.749071
1.0075263069604055e-05	7485411469.318744
1.0080300701138856e-05	7549492958.620703
1.0085340851489426e-05	7613606488.667322
1.009038352191517e-05	7677752075.478971
1.0095428713676127e-05	7741929735.08401
1.0100476428032965e-05	7806139483.518864
1.0105526666246981e-05	7870381336.827927
1.0110579429580105e-05	7934655311.063654
1.0115634719294895e-05	7998961422.286497
1.0120692536654542e-05	8063299686.564942
1.0125752882922869e-05	8127670119.975538
1.013081575936433e-05	8192072738.602827
1.0135881167244011e-05	8256507558.539433
1.0140949107827633e-05	8320974595.886015
1.0146019582381546e-05	8385473866.751253
1.0151092592172736e-05	8450005387.251927
1.0156168138468821e-05	8514569173.512856
1.0161246222538055e-05	8579165241.666916
1.0166326845649323e-05	8643793607.855045
1.0171410009072148e-05	8708454288.226284
1.0176495714076684e-05	8773147298.93771
1.0181583961933721e-05	8837872656.15448
1.0186674753914688e-05	8902630376.04986
1.0191768091291644e-05	8967420474.80519
1.019686397533729e-05	9032242968.609892
1.0201962407324957e-05	26651790052.203857
1.0207063388528619e-05	72347446134.92181
1.0212166920222883e-05	118065950045.6869
1.0217273003682993e-05	163807313208.39862
1.0222381640184834e-05	209571547052.6928
1.0227492831004925e-05	255358663013.91162
1.0232606577420428e-05	301168672533.1182
1.0237722880709138e-05	347001587057.08215
1.0242841742149492e-05	392857418038.3092
1.0247963163020567e-05	438736176935.0265
1.0253087144602076e-05	484637875211.18243
1.0258213688174376e-05	530562524336.47705
1.0263342795018462e-05	527427083541.24036
1.026847446641597e-05	498048120314.9537
1.0273608703649178e-05	468654467607.0542
1.0278745508001002e-05	439246118072.8016
1.0283884880755002e-05	409823064363.7795
1.0289026823195379e-05	380385299127.9055
1.0294171336606976e-05	350932815009.412
1.029931842227528e-05	321465604648.85535
1.0304468081486416e-05	291983660683.126
1.0309620315527159e-05	262486975745.40942
1.0314775125684922e-05	232975542465.22516
1.0319932513247765e-05	203449353468.39752
1.0325092479504388e-05	173908401377.07507
1.0330255025744139e-05	144352678809.71118
1.0335420153257011e-05	114782178381.0545
1.0340587863333639e-05	85196892702.18738
1.0345758157265306e-05	55596814380.477844
1.0350931036343938e-05	31284554309.700676
1.035610650186211e-05	31131180895.41283
1.0361284555113042e-05	30977730794.417843
