#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	42721665239.21465
1.0005e-05	43137904161.7808
1.00100025e-05	43554351203.80825
1.0015007501249999e-05	43971006469.35676
1.0020015005000623e-05	44387870062.537994
1.0025025012503123e-05	44804942087.51579
1.0030037525009374e-05	45222222648.50618
1.0035052543771878e-05	45639711849.77693
1.0040070070043764e-05	46057409795.64844
1.0045090105078785e-05	46475316590.492836
1.0050112650131324e-05	46893432338.73472
1.0055137706456389e-05	47311757144.85059
1.0060165275309616e-05	47730291113.36956
1.006519535794727e-05	48149034348.872765
1.0070227955626243e-05	48567986955.993805
1.0075263069604055e-05	48987149039.41833
1.0080300701138856e-05	49406520703.88458
1.0085340851489426e-05	49826102054.18313
1.009038352191517e-05	50245893195.15686
1.0095428713676127e-05	50665894231.70098
1.0100476428032965e-05	51086105268.76344
1.0105526666246981e-05	51506526411.34439
1.0110579429580105e-05	51927157764.4967
1.0115634719294895e-05	52347999433.32556
1.0120692536654542e-05	52769051522.988785
1.0125752882922869e-05	53190314138.69691
1.013081575936433e-05	53611787385.71281
1.0135881167244011e-05	54033471369.352234
1.0140949107827633e-05	54455366194.983536
1.0146019582381546e-05	54877471968.027534
1.0151092592172736e-05	55299788793.958084
1.0156168138468821e-05	55722316778.30162
1.0161246222538055e-05	56145056026.63734
1.0166326845649323e-05	56568006644.59717
1.0171410009072148e-05	56991168737.86608
1.0176495714076684e-05	57414542412.18164
1.0181583961933721e-05	57838127773.33429
1.0186674753914688e-05	58261924927.16751
1.0191768091291644e-05	58685933979.57767
1.019686397533729e-05	59110155036.51401
1.0201962407324957e-05	174418629731.44226
1.0207063388528619e-05	473466975190.2439
1.0212166920222883e-05	772664844821.8127
1.0217273003682993e-05	1072012313388.1399
1.0222381640184834e-05	1371509455688.7578
1.0227492831004925e-05	1671156346560.5417
1.0232606577420428e-05	1970953060877.8093
1.0237722880709138e-05	2270899673552.22
1.0242841742149492e-05	2570996259532.9756
1.0247963163020567e-05	2871242893806.719
1.0253087144602076e-05	3171639651397.5356
1.0258213688174376e-05	3472186607367.152
1.0263342795018462e-05	3451667186869.0146
1.026847446641597e-05	3259400982654.5015
1.0273608703649178e-05	3067038645337.884
1.0278745508001002e-05	2874580126852.6123
1.0283884880755002e-05	2682025379108.083
1.0289026823195379e-05	2489374353989.699
1.0294171336606976e-05	2296627003358.7456
1.029931842227528e-05	2103783279052.4507
1.0304468081486416e-05	1910843132884.0522
1.0309620315527159e-05	1717806516642.5413
1.0314775125684922e-05	1524673382092.9172
1.0319932513247765e-05	1331443680975.9966
1.0325092479504388e-05	1138117365008.5415
1.0330255025744139e-05	944694385883.1299
1.0335420153257011e-05	751174695268.0962
1.0340587863333639e-05	557558244807.7803
1.0345758157265306e-05	363844986122.21484
1.0350931036343938e-05	204737058327.74515
1.035610650186211e-05	203733329095.86542
1.0361284555113042e-05	202729097999.36972
1.0366465197390597e-05	201724364787.3261
1.0371648429989291e-05	200719129208.67636
1.0376834254204286e-05	199713391012.23715
1.0382022671331387e-05	198707149946.69995
1.0387213682667053e-05	197700405760.62976
1.0392407289508385e-05	196693158202.46664
1.039760349315314e-05	195685407020.52432
1.0402802294899715e-05	194677151962.99124
1.0408003696047164e-05	193668392777.92938
1.0413207697895187e-05	192659129213.27487
1.0418414301744134e-05	191649361016.83804
1.0423623508895005e-05	190639087936.303
1.0428835320649452e-05	189628309719.2278
1.0434049738309776e-05	188617026113.04388
1.043926676317893e-05	187605236865.05695
1.0444486396560519e-05	186592941722.44614
1.0449708639758799e-05	185580140432.26382
1.0454933494078678e-05	184566832741.43652
1.0460160960825716e-05	183553018396.76392
1.0465391041306128e-05	182538697144.9189
1.047062373682678e-05	181523868732.4479
1.0475859048695193e-05	180508532905.77075
1.048109697821954e-05	179492689411.18027
1.0486337526708649e-05	178476337994.84235
1.0491580695472002e-05	177459478402.79642
1.0496826485819737e-05	176442110380.95447
1.0502074899062647e-05	175424233675.10135
1.0507325936512178e-05	174405848030.89532
1.0512579599480434e-05	173386953193.86728
1.0517835889280174e-05	172367548909.4206
1.0523094807224814e-05	171347634922.83185
1.0528356354628426e-05	170327210979.24973
1.053362053280574e-05	169306276823.6959
1.0538887343072141e-05	168284832201.06445
1.0544156786743677e-05	167262876856.1214
1.054942886513705e-05	166240410533.5059
1.0554703579569616e-05	165217432977.72934
1.0559980931359401e-05	164193943933.17462
1.056526092182508e-05	163169943144.09787
1.0570543552285992e-05	162145430354.62634
1.0575828824062135e-05	161120405308.7602
1.0581116738474165e-05	160094867750.37112
1.0586407296843401e-05	159068817423.203
1.0591700500491821e-05	158042254070.87128
1.0596996350742067e-05	157015177436.86325
1.0602294848917437e-05	156680373628.2289
1.0607595996341894e-05	157252620176.1275
1.0612899794340065e-05	157825152847.30014
1.0618206244237235e-05	158397971784.80844
1.0623515347359354e-05	158971077131.7855
1.0628827105033032e-05	159544469031.43585
1.0634141518585548e-05	160118147627.0362
1.063945858934484e-05	160692113061.93427
1.0644778318639512e-05	161266365479.54977
1.0650100707798832e-05	161840905023.37415
1.0655425758152731e-05	162415731836.97046
1.0660753471031808e-05	162990846063.9736
1.0666083847767323e-05	163566247848.09012
1.0671416889691207e-05	164141937333.09882
1.0676752598136052e-05	164717914662.85
1.068209097443512e-05	165294179981.26602
1.0687432019922336e-05	165870733432.34116
1.0692775735932296e-05	166447575160.14178
1.0698122123800262e-05	167024705308.8065
1.0703471184862162e-05	167602124022.5454
1.0708822920454592e-05	168179831445.6412
1.0714177331914817e-05	168757827722.4485
1.0719534420580774e-05	169336112997.3942
1.0724894187791063e-05	169914687414.97745
1.0730256634884958e-05	170493551119.76944
1.07356217632024e-05	171072704256.4139
1.0740989574084001e-05	171652146969.62674
1.0746360068871043e-05	172231879404.19614
1.0751733248905478e-05	172811901704.9828
1.075710911552993e-05	173392214016.9198
1.0762487670087694e-05	173972816485.01282
1.0767868913922737e-05	174553709254.33994
1.0773252848379699e-05	175134892470.0517
1.0778639474803887e-05	175716366277.37122
1.0784028794541288e-05	176298130821.5944
1.0789420808938557e-05	176880186248.08966
1.0794815519343025e-05	177462532702.29822
1.0800212927102695e-05	178045170329.73386
1.0805613033566246e-05	178628099275.9833
1.0811015840083028e-05	179211319686.70578
1.0816421348003069e-05	179794831707.6337
1.082182955867707e-05	180378635484.57208
1.0827240473456408e-05	180962731163.3989
1.0832654093693135e-05	181547118890.06506
1.0838070420739981e-05	182131798810.59473
1.084348945595035e-05	182716771071.0845
1.0848911200678325e-05	183302035817.70465
1.0854335656278664e-05	183887593196.69812
1.0859762824106803e-05	184473443354.38104
1.0865192705518855e-05	185059586437.14273
1.0870625301871615e-05	185646022591.44595
1.087606061452255e-05	186232751963.8263
