#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	42175747982.96299
1.0005e-05	42586668011.490715
1.00100025e-05	42997793500.032715
1.0015007501249999e-05	43409124551.31904
1.0020015005000623e-05	43820661268.13095
1.0025025012503123e-05	44232403753.301254
1.0030037525009374e-05	44644352109.71423
1.0035052543771878e-05	45056506440.30529
1.0040070070043764e-05	45468866848.06176
1.0045090105078785e-05	45881433436.02206
1.0050112650131324e-05	46294206307.27641
1.0055137706456389e-05	46707185564.966255
1.0060165275309616e-05	47120371312.28498
1.006519535794727e-05	47533763652.47735
1.0070227955626243e-05	47947362688.83989
1.0075263069604055e-05	48361168524.720535
1.0080300701138856e-05	48775181263.51914
1.0085340851489426e-05	49189401008.6872
1.009038352191517e-05	49603827863.72788
1.0095428713676127e-05	50018461932.19599
1.0100476428032965e-05	50433303317.69841
1.0105526666246981e-05	50848352123.893524
1.0110579429580105e-05	51263608454.491806
1.0115634719294895e-05	51679072413.25536
1.0120692536654542e-05	52094744103.998245
1.0125752882922869e-05	52510623630.58658
1.013081575936433e-05	52926711096.938126
1.0135881167244011e-05	53343006607.02286
1.0140949107827633e-05	53759510264.86269
1.0146019582381546e-05	54176222174.53134
1.0151092592172736e-05	54593142440.15484
1.0156168138468821e-05	55010271165.91117
1.0161246222538055e-05	55427608456.030396
1.0166326845649323e-05	55845154414.794624
1.0171410009072148e-05	56262909146.53834
1.0176495714076684e-05	56680872755.647934
1.0181583961933721e-05	57099045346.56202
1.0186674753914688e-05	57517427023.77155
1.0191768091291644e-05	57936017891.81972
1.019686397533729e-05	58354818055.30187
1.0201962407324957e-05	172189827571.01614
1.0207063388528619e-05	467416794548.3064
1.0212166920222883e-05	762791375009.1227
1.0217273003682993e-05	1058313642760.1125
1.0222381640184834e-05	1353983671644.9854
1.0227492831004925e-05	1649801535544.3164
1.0232606577420428e-05	1945767308375.644
1.0237722880709138e-05	2241881064093.372
1.0242841742149492e-05	2538142876688.966
1.0247963163020567e-05	2834552820190.856
1.0253087144602076e-05	3131110968664.4336
1.0258213688174376e-05	3427817396212.2524
1.0263342795018462e-05	3407560182387.837
1.026847446641597e-05	3217750844919.6685
1.0273608703649178e-05	3027846602782.769
1.0278745508001002e-05	2837847408524.8057
1.0283884880755002e-05	2647753214669.698
1.0289026823195379e-05	2457563973717.6807
1.0294171336606976e-05	2267279638145.176
1.029931842227528e-05	2076900160404.8606
1.0304468081486416e-05	1886425492925.7236
1.0309620315527159e-05	1695855588112.819
1.0314775125684922e-05	1505190398347.5156
1.0319932513247765e-05	1314429875987.308
1.0325092479504388e-05	1123573973365.9443
1.0330255025744139e-05	932622642793.2969
1.0335420153257011e-05	741575836555.3037
1.0340587863333639e-05	550433506914.2173
1.0345758157265306e-05	359195606108.291
1.0350931036343938e-05	202120833222.53262
1.035610650186211e-05	201129930108.39008
1.0361284555113042e-05	200138531542.69046
1.0366465197390597e-05	199146637277.7083
1.0371648429989291e-05	198154247065.59357
1.0376834254204286e-05	197161360658.37262
1.0382022671331387e-05	196167977807.94827
1.0387213682667053e-05	195174098266.0985
1.0392407289508385e-05	194179721784.47794
1.039760349315314e-05	193184848114.61642
1.0402802294899715e-05	192189477007.9202
1.0408003696047164e-05	191193608215.6706
1.0413207697895187e-05	190197241489.02475
1.0418414301744134e-05	189200376579.0156
1.0423623508895005e-05	188203013236.55148
1.0428835320649452e-05	187205151212.4162
1.0434049738309776e-05	186206790257.26868
1.043926676317893e-05	185207930121.64365
1.0444486396560519e-05	184208570555.95093
1.0449708639758799e-05	183208711310.4752
1.0454933494078678e-05	182208352135.37677
1.0460160960825716e-05	181207492780.69095
1.0465391041306128e-05	180206132996.32773
1.047062373682678e-05	179204272532.0722
1.0475859048695193e-05	178201911137.5847
1.048109697821954e-05	177199048562.3999
1.0486337526708649e-05	176195684555.9274
1.0491580695472002e-05	175191818867.4518
1.0496826485819737e-05	174187451246.13202
1.0502074899062647e-05	173182581441.00125
1.0507325936512178e-05	172177209200.968
1.0512579599480434e-05	171171334274.8148
1.0517835889280174e-05	170164956411.1984
1.0523094807224814e-05	169158075358.65033
1.0528356354628426e-05	168150690865.57593
1.053362053280574e-05	167142802680.25507
1.0538887343072141e-05	166134410550.84167
1.0544156786743677e-05	165125514225.36334
1.054942886513705e-05	164116113451.72226
1.0554703579569616e-05	163106207977.6946
1.0559980931359401e-05	162095797550.9297
1.056526092182508e-05	161084881918.9516
1.0570543552285992e-05	160073460829.15732
1.0575828824062135e-05	159061534028.81824
1.0581116738474165e-05	158049101265.07898
1.0586407296843401e-05	157036162284.95804
1.0591700500491821e-05	156022716835.347
1.0596996350742067e-05	155008764663.011
1.0602294848917437e-05	154678239132.75296
1.0607595996341894e-05	155243173248.80743
1.0612899794340065e-05	155808389831.92007
1.0618206244237235e-05	156373889023.3243
1.0623515347359354e-05	156939670964.32425
1.0628827105033032e-05	157505735796.29453
1.0634141518585548e-05	158072083660.6809
1.063945858934484e-05	158638714698.99945
1.0644778318639512e-05	159205629052.8371
1.0650100707798832e-05	159772826863.85178
1.0655425758152731e-05	160340308273.77197
1.0660753471031808e-05	160908073424.39713
1.0666083847767323e-05	161476122457.5975
1.0671416889691207e-05	162044455515.31458
1.0676752598136052e-05	162613072739.56052
1.068209097443512e-05	163181974272.41852
1.0687432019922336e-05	163751160256.04285
1.0692775735932296e-05	164320630832.659
1.0698122123800262e-05	164890386144.56357
1.0703471184862162e-05	165460426334.12402
1.0708822920454592e-05	166030751543.77924
1.0714177331914817e-05	166601361916.0392
1.0719534420580774e-05	167172257593.48535
1.0724894187791063e-05	167743438718.7703
1.0730256634884958e-05	168314905434.6178
1.07356217632024e-05	168886657883.82333
1.0740989574084001e-05	169458696209.2535
1.0746360068871043e-05	170031020553.84637
1.0751733248905478e-05	170603631060.61148
1.075710911552993e-05	171176527872.62994
1.0762487670087694e-05	171749711133.05444
1.0767868913922737e-05	172323180985.10922
1.0773252848379699e-05	172896937572.09
1.0778639474803887e-05	173470981037.36417
1.0784028794541288e-05	174045311524.37097
1.0789420808938557e-05	174619929176.62128
1.0794815519343025e-05	175194834137.69772
1.0800212927102695e-05	175770026551.2547
1.0805613033566246e-05	176345506561.01852
1.0811015840083028e-05	176921274310.78717
1.0816421348003069e-05	177497329944.43076
1.082182955867707e-05	178073673605.89117
1.0827240473456408e-05	178650305439.18228
1.0832654093693135e-05	179227225588.38998
1.0838070420739981e-05	179804434197.67242
1.084348945595035e-05	180381931411.2594
1.0848911200678325e-05	180959717373.45325
1.0854335656278664e-05	181537792228.62823
1.0859762824106803e-05	182116156121.23077
1.0865192705518855e-05	182694809195.7795
1.0870625301871615e-05	183273751596.8657
1.087606061452255e-05	183852983469.15237
1.0881498644829812e-05	184432504957.3752
1.0886939394152226e-05	185012316206.34207
1.08923828638493e-05	185592417360.93338
1.0897829055281224e-05	186172808566.102
1.0903277969808865e-05	186753489966.87332
1.0908729608793769e-05	187334461708.34497
1.0914183973598165e-05	187915723935.68732
1.0919641065584963e-05	188497276794.1433
1.0925100886117754e-05	189079120429.0285
1.0930563436560812e-05	189661254985.73114
1.0936028718279092e-05	190243680609.71228
1.0941496732638231e-05	190826397446.5053
1.094696748100455e-05	191409405641.71686
1.0952440964745053e-05	191992705341.02597
1.0957917185227426e-05	192576296690.18475
1.0963396143820038e-05	193160179835.01794
1.0968877841891948e-05	193744354921.42377
1.0974362280812893e-05	194328822095.37262
1.09798494619533e-05	194913581502.9085
1.0985339386684276e-05	195498633290.1482
1.0990832056377618e-05	196083977603.2815
1.0996327472405806e-05	196669614588.5714
1.1001825636142008e-05	197255544392.35382
1.1007326548960078e-05	197841767161.03812
1.1012830212234557e-05	198428283041.10678
1.1018336627340674e-05	199015092179.1156
1.1023845795654344e-05	199602194721.69333
1.102935771855217e-05	200189590815.54233
1.1034872397411445e-05	200777280607.4383
1.104038983361015e-05	201365264244.2302
1.1045910028526954e-05	201953541872.84048
1.1051432983541217e-05	202542113640.26508
1.1056958700032988e-05	203130979693.57346
1.1062487179383003e-05	203720140179.90845
1.1068018422972694e-05	204309595246.48657
1.1073552432184181e-05	204899345040.5981
1.1079089208400273e-05	205489389709.6067
1.1084628753004472e-05	206079729400.94965
1.1090171067380975e-05	206670364262.13837
1.1095716152914665e-05	207261294440.75766
1.1101264010991121e-05	207669617638.13913
1.1106814642996617e-05	207457962197.9493
1.1112368050318114e-05	207246200930.03943
1.1117924234343272e-05	207034333781.4956
1.1123483196460444e-05	206822360699.37747
1.1129044938058674e-05	206610281630.71826
1.1134609460527703e-05	206398096522.52472
1.1140176765257967e-05	206185805321.7771
1.1145746853640595e-05	205973407975.42914
1.1151319727067415e-05	205760904430.408
1.1156895386930948e-05	205548294633.61432
1.1162473834624412e-05	205335578531.9223
1.1168055071541723e-05	205122756072.1794
1.1173639099077494e-05	204909827201.20663
1.1179225918627031e-05	204696791865.7984
1.1184815531586344e-05	204483650012.72244
1.1190407939352137e-05	204270401588.7199
1.1196003143321812e-05	204057046540.5054
1.1201601144893474e-05	203843584814.76675
1.120720194546592e-05	203630016358.16525
1.1212805546438653e-05	203416341117.33545
1.1218411949211871e-05	203202559038.88528
1.1224021155186477e-05	202988670069.39584
1.122963316576407e-05	202774674155.42166
1.123524798234695e-05	202560571243.49054
1.1240865606338124e-05	202346361280.1034
1.1246486039141292e-05	202132044211.7346
1.1252109282160862e-05	201917619984.8316
1.1257735336801943e-05	201703088545.81512
1.1263364204470343e-05	201488449841.07916
1.1268995886572577e-05	201273703816.99088
1.1274630384515862e-05	201058850419.8905
1.128026769970812e-05	200843889596.09158
1.1285907833557973e-05	200628821291.88077
1.1291550787474753e-05	200413645453.5178
1.129719656286849e-05	200198362027.2357
1.1302845161149923e-05	199982970959.24042
1.1308496583730498e-05	199767472195.71115
1.1314150832022364e-05	199551865682.80014
1.1319807907438374e-05	199336151366.6327
1.1325467811392093e-05	199120329193.30713
1.1331130545297788e-05	198904399108.89493
1.1336796110570436e-05	198688361059.4405
1.1342464508625721e-05	198472214990.96136
1.1348135740880034e-05	198255960849.44794
1.1353809808750473e-05	198039598580.86383
1.1359486713654847e-05	197823128131.1454
1.1365166457011674e-05	197606549446.2021
1.137084904024018e-05	197389862471.91632
1.1376534464760298e-05	197173067154.14343
1.1382222731992677e-05	196956163438.71167
1.1387913843358673e-05	196739151271.42218
1.1393607800280352e-05	196522030598.049
1.1399304604180492e-05	196304801364.33914
1.1405004256482582e-05	196087463516.01242
1.1410706758610823e-05	195870016998.76157
1.1416412111990127e-05	195652461758.25214
1.1422120318046121e-05	195434797740.12238
1.1427831378205143e-05	195217024889.98358
1.1433545293894245e-05	194999143153.4197
1.1439262066541192e-05	194781152475.98755
1.1444981697574463e-05	194563052803.21664
1.145070418842325e-05	194344844080.60938
1.145642954051746e-05	194126526253.64084
1.1462157755287718e-05	193908099267.75882
1.1467888834165361e-05	193689563068.38382
1.1473622778582443e-05	193470917600.90918
1.1479359589971733e-05	193252162810.70078
1.1485099269766717e-05	193033298643.0973
1.14908418194016e-05	192814325043.40997
1.14965872403113e-05	192595241956.92285
1.1502335533931454e-05	192376049328.89246
1.150808670169842e-05	192156747104.548
1.1513840745049268e-05	191937335229.09143
1.1519597665421793e-05	191717813647.69708
1.1525357464254503e-05	191498182305.51205
1.153112014298663e-05	191278441147.6559
1.1536885703058124e-05	191058590119.22086
1.1542654145909653e-05	190838629165.2716
1.1548425472982608e-05	190618558230.84534
1.1554199685719098e-05	190634375206.3194
1.1559976785561957e-05	190738723603.34076
1.1565756773954738e-05	190843124174.5606
1.1571539652341714e-05	190947576946.06604
1.1577325422167884e-05	191052081943.95728
1.1583114084878967e-05	191156639194.3474
1.1588905641921406e-05	191261248723.36276
1.1594700094742366e-05	191365910557.14264
1.1600497444789737e-05	191470624721.83942
1.1606297693512132e-05	191575391243.61853
1.1612100842358887e-05	191680210148.6585
1.1617906892780066e-05	191785081463.15103
1.1623715846226455e-05	191890005213.30078
1.1629527704149566e-05	191994981425.3256
1.1635342468001641e-05	192100010125.45645
1.1641160139235642e-05	192205091339.93738
1.1646980719305258e-05	192310225095.0255
1.165280420966491e-05	192415411416.9912
1.1658630611769742e-05	192520650332.11786
1.1664459927075626e-05	192625941866.7021
1.1670292157039162e-05	192731286047.05362
1.1676127303117681e-05	192836682899.49533
1.1681965366769239e-05	192942132450.36325
1.1687806349452622e-05	193047634726.00662
1.1693650252627349e-05	193153189752.7878
1.1699497077753663e-05	193258797557.0824
1.170534682629254e-05	193364458165.27914
1.1711199499705686e-05	193470171603.77997
1.1717055099455538e-05	193575937899.00003
1.1722913627005265e-05	193681757077.3677
1.1728775083818767e-05	193787629165.3246
1.1734639471360677e-05	193893554189.32544
1.1740506791096357e-05	193999532175.83832
1.1746377044491905e-05	194105563151.34442
1.175225023301415e-05	194211647142.33826
1.1758126358130656e-05	194317784175.3276
1.176400542130972e-05	194423974276.83347
1.1769887424020375e-05	194530217473.39005
1.1775772367732385e-05	194636513791.54492
1.178166025391625e-05	194742863257.8589
1.1787551084043208e-05	194849265898.906
1.179344485958523e-05	194955721741.27365
1.1799341582015021e-05	195062230811.56247
1.1805241252806028e-05	195168793136.38644
1.181114387343243e-05	195275408742.3728
1.1817049445369146e-05	195382077656.16217
1.182295797009183e-05	195488799904.40842
1.1828869449076875e-05	195595575513.7788
1.1834783883801413e-05	195702404510.9539
1.1840701275743313e-05	195809286922.62756
1.1846621626381185e-05	195916222775.50705
1.1852544937194374e-05	196023212096.313
1.1858471209662971e-05	196130254911.77933
1.1864400445267801e-05	196237351248.65338
1.1870332645490434e-05	196344501133.6959
1.1876267811813178e-05	196451704593.6809
1.1882205945719084e-05	196558961655.39594
1.1888147048691942e-05	196666272345.6418
1.1894091122216287e-05	196773636691.2328
1.1900038167777395e-05	196923280614.8551
1.1905988186861282e-05	203613396229.26474
1.1911941180954712e-05	210306856901.4828
1.1917897151545189e-05	217003664304.0365
1.192385610012096e-05	223703820110.29132
1.192981802817102e-05	230407325994.44885
1.1935782937185104e-05	237114183631.54886
1.1941750828653696e-05	243824394697.46722
1.1947721704068023e-05	250537960868.9199
1.1953695564920056e-05	257254883823.4571
1.1959672412702514e-05	263975165239.471
1.1965652248908865e-05	270698806796.19373
1.1971635075033319e-05	277425810173.69556
1.1977620892570834e-05	284156177052.88477
1.1983609703017119e-05	290889909115.5137
1.1989601507868626e-05	297627008044.1743
1.199559630862256e-05	304367475522.2991
1.200159410677687e-05	311111313234.16376
1.2007594903830259e-05	317858522864.8846
1.2013598701282173e-05	324609106100.4194
1.2019605500632813e-05	331363064627.57184
1.2025615303383129e-05	338120400133.98944
1.203162811103482e-05	344881114308.15967
1.2037643925090337e-05	351645208839.4177
1.2043662747052882e-05	358412685417.94055
1.2049684578426408e-05	365183545734.7528
1.205570942071562e-05	371957791481.723
1.2061737275425978e-05	378735424351.5674
1.206776814406369e-05	385516446037.84564
1.207380202813572e-05	392300858234.9674
1.2079838929149788e-05	399088662638.1878
1.2085878848614362e-05	405879860943.6096
1.2091921788038669e-05	412674454848.1853
1.2097967748932688e-05	419472446049.7129
1.2104016732807153e-05	15508504010695.93
1.2110068741173555e-05	38239693913102.35
1.2116123775544141e-05	60982249410463.33
1.2122181837431912e-05	83736176185571.28
1.2128242928350628e-05	106501479924069.2
1.2134307049814803e-05	129278166314437.89
1.2140374203339709e-05	152066241047996.0
1.2146444390441378e-05	174865709818925.5
1.2152517612636599e-05	197676578324239.78
1.2158593871442915e-05	220498852263802.88
1.2164673168378635e-05	222678413436463.66
1.2170755504962824e-05	218641254059491.6
1.2176840882715304e-05	214602076102831.53
1.218292930315666e-05	210560878557192.97
1.2189020767808237e-05	206517660412781.72
1.2195115278192141e-05	202472420659297.6
1.2201212835831237e-05	198425158285936.62
1.2207313442249152e-05	194375872281388.8
1.2213417098970276e-05	190324561633839.4
1.221952380751976e-05	186271225330966.4
1.2225633569423519e-05	182215862359941.88
1.2231746386208229e-05	178158471707431.88
1.2237862259401332e-05	174099052359595.34
1.2243981190531032e-05	170037603302085.22
1.2250103181126296e-05	165974123520046.2
1.2256228232716859e-05	161908611998115.84
1.2262356346833217e-05	157841067720424.6
1.2268487525006632e-05	153771489670594.66
1.2274621768769134e-05	149699876831740.0
1.2280759079653519e-05	145626228186465.2
1.2286899459193345e-05	141550542716867.7
1.2293042908922942e-05	137472819404535.62
1.2299189430377402e-05	133393057230547.67
1.2305339025092591e-05	129311255175472.1
1.2311491694605136e-05	125227412219369.97
1.2317647440452437e-05	121141527341789.66
1.2323806264172663e-05	117053599521770.17
1.2329968167304748e-05	112963627737841.12
1.23361331513884e-05	108871610968019.38
1.2342301217964093e-05	104777548189813.56
1.2348472368573074e-05	100681438380218.45
1.235464660475736e-05	96583280515718.3
1.2360823928059738e-05	92483073572285.75
1.2367004340023766e-05	88380816525381.86
1.2373187842193778e-05	84276508349953.75
1.2379374436114875e-05	80170148020438.1
1.2385564123332932e-05	76061734510757.69
1.2391756905394598e-05	71951266794322.56
1.2397952783847296e-05	67838743844028.94
1.2404151760239219e-05	63724164632260.25
1.2410353836119338e-05	59607528130886.03
1.2416559013037397e-05	55488833311260.875
1.2422767292543915e-05	51368079144226.625
1.2428978676190187e-05	47245264600107.875
1.2435193165528281e-05	43120388648717.56
1.2441410762111045e-05	38993450259351.44
1.24476314674921e-05	34864448400790.28
1.2453855283225845e-05	30733382041300.875
1.2460082210867458e-05	26600250148630.656
