#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	39444903543.00905
1.0005e-05	39829216843.05328
1.00100025e-05	40213722299.74756
1.0015007501249999e-05	40598420009.17023
1.0020015005000623e-05	40983310067.447556
1.0025025012503123e-05	41368392570.754
1.0030037525009374e-05	41753667615.312195
1.0035052543771878e-05	42139135297.39255
1.0040070070043764e-05	42524795713.31404
1.0045090105078785e-05	42910648959.44346
1.0050112650131324e-05	43296695132.196
1.0055137706456389e-05	43682934328.034805
1.0060165275309616e-05	44069366643.47156
1.006519535794727e-05	44455992175.066
1.0070227955626243e-05	44842811019.42632
1.0075263069604055e-05	45229823273.208755
1.0080300701138856e-05	45617029033.118095
1.0085340851489426e-05	46004428395.90744
1.009038352191517e-05	46392021458.37822
1.0095428713676127e-05	46779808317.38014
1.0100476428032965e-05	47167789069.81164
1.0105526666246981e-05	47555963812.61929
1.0110579429580105e-05	47944332642.79842
1.0115634719294895e-05	48332895657.392624
1.0120692536654542e-05	48721652953.494064
1.0125752882922869e-05	49110604628.24363
1.013081575936433e-05	49499750778.83049
1.0135881167244011e-05	49889091502.49266
1.0140949107827633e-05	50278626896.51672
1.0146019582381546e-05	50668357058.237686
1.0151092592172736e-05	51058282085.03953
1.0156168138468821e-05	51448402074.3548
1.0161246222538055e-05	51838717123.66473
1.0166326845649323e-05	52229227330.49927
1.0171410009072148e-05	52619932792.43732
1.0176495714076684e-05	53010833607.106346
1.0181583961933721e-05	53401929872.18265
1.0186674753914688e-05	53793221685.39149
1.0191768091291644e-05	54184709144.50694
1.019686397533729e-05	54576392347.35194
1.0201962407324957e-05	161040680117.1551
1.0207063388528619e-05	437151947673.5347
1.0212166920222883e-05	713401270863.7275
1.0217273003682993e-05	989788718715.4622
1.0222381640184834e-05	1266314360291.13
1.0227492831004925e-05	1542978264687.5999
1.0232606577420428e-05	1819780501036.3123
1.0237722880709138e-05	2096721138503.1846
1.0242841742149492e-05	2373800246288.7974
1.0247963163020567e-05	2651017893628.301
1.0253087144602076e-05	2928374149791.415
1.0258213688174376e-05	3205869084082.6147
1.0263342795018462e-05	3186923507926.4556
