#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	5569298492.536567
1.0005e-05	5623560394.3375025
1.00100025e-05	5677849427.08934
1.0015007501249999e-05	5732165604.35756
1.0020015005000623e-05	5786508939.714408
1.0025025012503123e-05	5840879446.738931
1.0030037525009374e-05	5895277139.016978
1.0035052543771878e-05	5949702030.141149
1.0040070070043764e-05	6004154133.7108965
1.0045090105078785e-05	6058633463.332422
1.0050112650131324e-05	6113140032.618769
1.0055137706456389e-05	6167673855.18974
1.0060165275309616e-05	6222234944.672003
1.006519535794727e-05	6276823314.699002
1.0070227955626243e-05	6331438978.911028
1.0075263069604055e-05	6386081950.955148
1.0080300701138856e-05	6440752244.485292
1.0085340851489426e-05	6495449873.16221
1.009038352191517e-05	6550174850.653471
1.0095428713676127e-05	6604927190.633466
1.0100476428032965e-05	6659706906.783459
1.0105526666246981e-05	6714514012.791521
1.0110579429580105e-05	6769348522.352596
1.0115634719294895e-05	6824210449.168448
1.0120692536654542e-05	6879099806.947702
1.0125752882922869e-05	6934016609.405855
1.013081575936433e-05	6988960870.265226
1.0135881167244011e-05	7043932603.255029
1.0140949107827633e-05	7098931822.111335
1.0146019582381546e-05	7153958540.577053
1.0151092592172736e-05	7209012772.402008
1.0156168138468821e-05	7264094531.342877
1.0161246222538055e-05	7319203831.163219
1.0166326845649323e-05	7374340685.633465
1.0171410009072148e-05	7429505108.530958
1.0176495714076684e-05	7484697113.639902
1.0181583961933721e-05	7539916714.751391
1.0186674753914688e-05	7595163925.663436
1.0191768091291644e-05	7650438760.180939
1.019686397533729e-05	7705741232.115697
1.0201962407324957e-05	22737629869.866753
1.0207063388528619e-05	61722287659.62184
1.0212166920222883e-05	100726437778.27673
1.0217273003682993e-05	139750089971.98346
1.0222381640184834e-05	178793253991.78802
1.0227492831004925e-05	217855939593.60458
1.0232606577420428e-05	256938156538.2282
1.0237722880709138e-05	296039914591.3222
1.0242841742149492e-05	335161223523.44366
1.0247963163020567e-05	374302093110.0309
1.0253087144602076e-05	413462533131.40314
1.0258213688174376e-05	452642553372.78656
1.0263342795018462e-05	449967592623.75885
1.026847446641597e-05	424903310243.8031
1.0273608703649178e-05	399826495722.6577
1.0278745508001002e-05	374737142794.2524
1.0283884880755002e-05	349635245189.38086
1.0289026823195379e-05	324520796635.7091
1.0294171336606976e-05	299393790857.7593
1.029931842227528e-05	274254221576.91702
1.0304468081486416e-05	249102082511.44086
1.0309620315527159e-05	223937367376.42825
1.0314775125684922e-05	198760069883.84912
1.0319932513247765e-05	173570183742.52087
1.0325092479504388e-05	148367702658.12506
1.0330255025744139e-05	123152620333.19073
1.0335420153257011e-05	97924930467.086
1.0340587863333639e-05	72684626756.0517
1.0345758157265306e-05	47431702893.15924
1.0350931036343938e-05	26690012758.782696
1.035610650186211e-05	26559164214.68401
1.0361284555113042e-05	26428250246.313274
1.0366465197390597e-05	26297270820.958393
1.0371648429989291e-05	26166225905.89082
1.0376834254204286e-05	26035115468.365696
1.0382022671331387e-05	25903939475.62184
1.0387213682667053e-05	25772697894.881577
1.0392407289508385e-05	25641390693.350967
1.039760349315314e-05	25510017838.219574
1.0402802294899715e-05	25378579296.660637
1.0408003696047164e-05	25247075035.83092
1.0413207697895187e-05	25115505022.870777
1.0418414301744134e-05	24983869224.904152
1.0423623508895005e-05	24852167609.038548
1.0428835320649452e-05	24720400142.36502
1.0434049738309776e-05	24588566791.958138
1.043926676317893e-05	24456667524.876057
1.0444486396560519e-05	24324702308.160454
1.0449708639758799e-05	24192671108.836464
1.0454933494078678e-05	24060573893.912827
1.0460160960825716e-05	23928410630.381744
1.0465391041306128e-05	23796181285.218887
1.047062373682678e-05	23663885825.38344
1.0475859048695193e-05	23531524217.81808
1.048109697821954e-05	23399096429.448944
1.0486337526708649e-05	23266602427.1856
1.0491580695472002e-05	23134042177.92115
1.0496826485819737e-05	23001415648.53207
1.0502074899062647e-05	22868722805.878258
1.0507325936512178e-05	22735963616.803123
1.0512579599480434e-05	22603138048.13346
1.0517835889280174e-05	22470246066.67945
1.0523094807224814e-05	22337287639.23473
1.0528356354628426e-05	22204262732.57628
1.053362053280574e-05	22071171313.464508
1.0538887343072141e-05	21938013348.643204
1.0544156786743677e-05	21804788804.83945
1.054942886513705e-05	21671497648.7638
1.0554703579569616e-05	21538139847.110146
1.0559980931359401e-05	21404715366.555626
1.056526092182508e-05	21271224173.76086
1.0570543552285992e-05	21137666235.369667
1.0575828824062135e-05	21004041518.009293
1.0581116738474165e-05	20870349988.290237
1.0586407296843401e-05	20736591612.806347
1.0591700500491821e-05	20602766358.134712
1.0596996350742067e-05	20468874190.835716
