#Wavelength (cm)	Flux (erg s-1 cm-3)
1e-05	16533791880.10998
1.0005e-05	16694881287.078903
1.00100025e-05	16856051238.751316
1.0015007501249999e-05	17017301775.399584
1.0020015005000623e-05	17178632937.316156
1.0025025012503123e-05	17340044764.81368
1.0030037525009374e-05	17501537298.224987
1.0035052543771878e-05	17663110577.90295
1.0040070070043764e-05	17824764644.2208
1.0045090105078785e-05	17986499537.571785
1.0050112650131324e-05	18148315298.369476
1.0055137706456389e-05	18310211967.047516
1.0060165275309616e-05	18472189584.05991
1.006519535794727e-05	18634248189.8808
1.0070227955626243e-05	18796387825.00463
1.0075263069604055e-05	18958608529.945995
1.0080300701138856e-05	19120910345.239834
1.0085340851489426e-05	19283293311.441345
1.009038352191517e-05	19445757469.125973
1.0095428713676127e-05	19608302858.889404
1.0100476428032965e-05	19770929521.347744
1.0105526666246981e-05	19933637497.137295
1.0110579429580105e-05	20096426826.91477
1.0115634719294895e-05	20259297551.35712
1.0120692536654542e-05	20422249711.16167
1.0125752882922869e-05	20585283347.046154
1.013081575936433e-05	20748398499.74855
1.0135881167244011e-05	20911595210.0273
1.0140949107827633e-05	21074873518.661217
1.0146019582381546e-05	21238233466.4494
1.0151092592172736e-05	21401675094.21149
1.0156168138468821e-05	21565198442.787468
1.0161246222538055e-05	21728803553.03774
1.0166326845649323e-05	21892490465.843117
1.0171410009072148e-05	22056259222.104935
1.0176495714076684e-05	22220109862.744884
1.0181583961933721e-05	22384042428.70513
1.0186674753914688e-05	22548056960.94836
1.0191768091291644e-05	22712153500.457714
1.019686397533729e-05	22876332088.23681
1.0201962407324957e-05	67502081387.65524
1.0207063388528619e-05	183237343068.61942
1.0212166920222883e-05	299030472380.4387
1.0217273003682993e-05	414881498256.89166
1.0222381640184834e-05	530790449646.28577
1.0227492831004925e-05	646757355511.3807
1.0232606577420428e-05	762782244829.4266
1.0237722880709138e-05	878865146592.1256
1.0242841742149492e-05	995006089805.7089
1.0247963163020567e-05	1111205103490.898
1.0253087144602076e-05	1227462216682.9048
1.0258213688174376e-05	1343777458431.5098
1.0263342795018462e-05	1335836198976.4534
1.026847446641597e-05	1261426894276.796
1.0273608703649178e-05	1186980384924.7898
1.0278745508001002e-05	1112496652318.1094
1.0283884880755002e-05	1037975677845.1199
1.0289026823195379e-05	963417442884.9005
1.0294171336606976e-05	888821928807.197
1.029931842227528e-05	814189116972.4447
1.0304468081486416e-05	739518988731.7942
1.0309620315527159e-05	664811525427.0125
1.0314775125684922e-05	590066708390.5812
1.0319932513247765e-05	515284518945.6234
1.0325092479504388e-05	440464938405.9523
1.0330255025744139e-05	365607948076.022
1.0335420153257011e-05	290713529250.90356
1.0340587863333639e-05	215781663216.38257
1.0345758157265306e-05	140812331248.8369
1.0350931036343938e-05	79235673365.78624
1.035610650186211e-05	78847218231.11491
1.0361284555113042e-05	78458568868.87627
1.0366465197390597e-05	78069725181.9566
1.0371648429989291e-05	77680687073.19345
1.0376834254204286e-05	77291454445.37585
1.0382022671331387e-05	76902027201.24443
1.0387213682667053e-05	76512405243.49086
1.0392407289508385e-05	76122588474.75847
1.039760349315314e-05	75732576797.64166
1.0402802294899715e-05	75342370114.68637
1.0408003696047164e-05	74951968328.38959
1.0413207697895187e-05	74561371341.19963
1.0418414301744134e-05	74170579055.51607
1.0423623508895005e-05	73779591373.68967
1.0428835320649452e-05	73388408198.0224
1.0434049738309776e-05	72997029430.76723
1.043926676317893e-05	72605454974.12845
1.0444486396560519e-05	72213684730.26141
1.0449708639758799e-05	71821718601.27235
1.0454933494078678e-05	71429556489.21884
1.0460160960825716e-05	71037198296.10934
1.0465391041306128e-05	70644643923.90327
1.047062373682678e-05	70251893274.51106
1.0475859048695193e-05	69858946249.7942
1.048109697821954e-05	69465802751.56497
1.0486337526708649e-05	69072462681.58658
1.0491580695472002e-05	68678925941.57326
1.0496826485819737e-05	68285192433.18994
1.0502074899062647e-05	67891262058.052315
1.0507325936512178e-05	67497134717.72714
1.0512579599480434e-05	67102810313.73184
1.0517835889280174e-05	66708288747.53449
1.0523094807224814e-05	66313569920.55409
1.0528356354628426e-05	65918653734.16019
1.053362053280574e-05	65523540089.67311
1.0538887343072141e-05	65128228888.36385
1.0544156786743677e-05	64732720031.45383
1.054942886513705e-05	64337013420.115364
1.0554703579569616e-05	63941108955.47133
1.0559980931359401e-05	63545006538.594864
1.056526092182508e-05	63148706070.51004
1.0570543552285992e-05	62752207452.19109
1.0575828824062135e-05	62355510584.563034
1.0581116738474165e-05	61958615368.50116
1.0586407296843401e-05	61561521704.83132
1.0591700500491821e-05	61164229494.329636
1.0596996350742067e-05	60766738637.72264
1.0602294848917437e-05	60637165587.10224
1.0607595996341894e-05	60858631798.07713
1.0612899794340065e-05	61080208742.15756
1.0618206244237235e-05	61301896474.710045
1.0623515347359354e-05	61523695051.12881
1.0628827105033032e-05	61745604526.83572
1.0634141518585548e-05	61967624957.28053
1.063945858934484e-05	62189756397.94055
1.0644778318639512e-05	62411998904.32088
1.0650100707798832e-05	62634352531.95443
1.0655425758152731e-05	62856817336.40181
1.0660753471031808e-05	63079393373.25142
1.0666083847767323e-05	63302080698.11941
1.0671416889691207e-05	63524879366.64988
1.0676752598136052e-05	63747789434.5146
1.068209097443512e-05	63970810957.41326
1.0687432019922336e-05	64193943991.07331
1.0692775735932296e-05	64417188591.25019
1.0698122123800262e-05	64640544813.72721
1.0703471184862162e-05	64864012714.31544
1.0708822920454592e-05	65087592348.85395
1.0714177331914817e-05	65311283773.20972
1.0719534420580774e-05	65535087043.27767
1.0724894187791063e-05	65759002214.98068
1.0730256634884958e-05	65983029344.269516
1.07356217632024e-05	66207168487.12304
1.0740989574084001e-05	66431419699.548
1.0746360068871043e-05	66655783037.57916
1.0751733248905478e-05	66880258557.27933
1.075710911552993e-05	67104846314.73932
1.0762487670087694e-05	67329546366.078064
1.0767868913922737e-05	67554358767.442505
1.0773252848379699e-05	67779283575.007614
1.0778639474803887e-05	68004320844.97646
1.0784028794541288e-05	68229470633.58029
1.0789420808938557e-05	68454732997.07843
1.0794815519343025e-05	68680107991.758316
1.0800212927102695e-05	68905595673.93555
1.0805613033566246e-05	69131196099.95389
1.0811015840083028e-05	69356909326.18521
1.0816421348003069e-05	69582735409.0297
1.082182955867707e-05	69808674404.91557
1.0827240473456408e-05	70034726370.2994
1.0832654093693135e-05	70260891361.6659
1.0838070420739981e-05	70487169435.52812
1.084348945595035e-05	70713560648.42723
1.0848911200678325e-05	70940065056.93283
1.0854335656278664e-05	71166682717.6427
1.0859762824106803e-05	71393413687.1829
1.0865192705518855e-05	71620258022.20786
1.0870625301871615e-05	71847215779.40036
1.087606061452255e-05	72074287015.47145
1.0881498644829812e-05	72301471787.16058
1.0886939394152226e-05	72528770151.23553
1.08923828638493e-05	72756182164.49251
1.0897829055281224e-05	72983707883.75612
1.0903277969808865e-05	73211347365.8794
1.0908729608793769e-05	73439100667.74371
1.0914183973598165e-05	73666967846.25896
1.0919641065584963e-05	73894948958.36345
1.0925100886117754e-05	74123044061.02397
1.0930563436560812e-05	74351253211.23582
1.0936028718279092e-05	74579576466.02284
1.0941496732638231e-05	74808013882.43724
1.094696748100455e-05	75036565517.55986
1.0952440964745053e-05	75265231428.50005
1.0957917185227426e-05	75494011672.39569
1.0963396143820038e-05	75722906306.41324
1.0968877841891948e-05	75951915387.74785
1.0974362280812893e-05	76181038973.62308
1.09798494619533e-05	76410277121.29128
1.0985339386684276e-05	76639629888.03331
1.0990832056377618e-05	76869097331.15872
1.0996327472405806e-05	77098679508.0057
1.1001825636142008e-05	77328376475.94106
1.1007326548960078e-05	77558188292.36037
1.1012830212234557e-05	77788115014.6879
1.1018336627340674e-05	78018156700.37665
1.1023845795654344e-05	78248313406.9082
1.102935771855217e-05	78478585191.79301
1.1034872397411445e-05	78708972112.57028
1.104038983361015e-05	78939474226.80794
1.1045910028526954e-05	79170091592.1027
1.1051432983541217e-05	79400824266.08014
1.1056958700032988e-05	79631672306.39456
1.1062487179383003e-05	79862635770.72913
1.1068018422972694e-05	80093714716.79587
1.1073552432184181e-05	80324909202.33568
1.1079089208400273e-05	80556219285.11826
1.1084628753004472e-05	80787645022.94217
1.1090171067380975e-05	81019186473.63504
1.1095716152914665e-05	81250843695.05325
1.1101264010991121e-05	81410915088.88017
1.1106814642996617e-05	81327941646.42207
