# Wavelenth(micron)	F_planet(10^-6 erg/cm^2/s/Hz)
0.30005903563735375	0.006074447713545028
0.3003592447525199	0.005804007149130457
0.3006597542269558	0.005814588285515257
0.300960564361171	0.006216801961938488
0.30126167545597554	0.005826736819465192
0.3015630878124805	0.005994045606874992
0.30186480173209856	0.006262823779875971
0.30216681751654345	0.007062159139247938
0.30246913546783105	0.006363518448789273
0.3027717558882791	0.006624861955523012
0.3030746790805082	0.006355355337630764
0.30337790534744163	0.006418036273124951
0.30368143499230554	0.0066555445632627335
0.3039852683186298	0.0066199159767296924
0.3042894056302477	0.006848235119987671
0.30459384723129695	0.006678789616663785
0.3048985934262188	0.007136883931152301
0.30520364451975973	0.006771361603530292
0.3055090008169708	0.007097306018032395
0.3058146626232074	0.00726711227367993
0.30612063024413205	0.0074509511130002315
0.30642690398571265	0.007040741847762432
0.30673348415422236	0.007434114383236423
0.30704037105624177	0.007211705596189687
0.3073475649986577	0.007581851502458707
0.30765506628866374	0.0077430212467378455
0.3079628752337625	0.007646818779483336
0.3082709921417617	0.007796380628736309
0.30857941732077815	0.007842442892048844
0.30888815107923795	0.007875132298559236
0.30919719372587473	0.00808002192849982
0.30950654556973123	0.008345149307601236
0.30981620692015943	0.008113276723120594
0.31012617808682075	0.008880580105000316
0.31043645937968534	0.008309934653679836
0.3107470511090351	0.00839252168270857
0.3110579535854616	0.00842808560592136
0.3113691671198673	0.008686566282616269
0.31168069202346704	0.008727126574062202
0.31199252860778476	0.008765549167010986
0.31230467718465704	0.008799068849885036
0.31261713806623304	0.008948159128674587
0.3129299115649728	0.009218639514211776
0.3132429979936502	0.009244231759389697
0.31355639766535176	0.009412427926236581
0.3138701108934763	0.009219947067242502
0.31418413799173767	0.009385044349428908
0.31449847927416325	0.009720374123107705
0.3148131350550942	0.009655283680267465
0.31512810564918703	0.009771163913175928
0.3154433913714119	0.009918432665414926
0.31575899253705464	0.01016772493153695
0.3160749094617161	0.010479054085804004
0.3163911424613123	0.01048632276973138
0.3167076918520775	0.010322425655099268
0.3170245579505614	0.010367445643894004
0.3173417410736292	0.010390105146158377
0.3176592415384646	0.010459408975998086
0.3179770596625682	0.01068943009554858
0.31829519576375775	0.011020357672134285
0.31861365016017007	0.011157618527075574
0.3189324231702587	0.011289502756098453
0.31925151511279676	0.011712541807998043
0.3195709263068769	0.011498189246765631
0.31989065707190945	0.011740251081909465
0.32021070772762594	0.011796672165420725
0.32053107859407703	0.011558014357126408
0.3208517699916327	0.011649768831805036
0.32117278224098533	0.012308926651724849
0.32149411566314745	0.01252101027019827
0.32181577057945177	0.012347847236032059
0.32213774731155354	0.01280729187767191
0.32246004618142987	0.012743850593708882
0.32278266751137896	0.01292339613726163
0.323105611624022	0.01308561117466484
0.32342887884230354	0.01300139668699268
0.32375246948949077	0.013076770872901189
0.32407638388917476	0.013765010169641859
0.3244006223652699	0.013512486857411686
0.3247251852420147	0.013624628277043962
0.3250500728439716	0.013829977145489235
0.32537528549602773	0.014226359515683264
0.32570082352339647	0.013902900553275678
0.32602668725161615	0.013870016726243628
0.3263528770065502	0.013990680009936349
0.32667939311438926	0.014314858621289396
0.3270062359016485	0.014601520248312547
0.3273334056951695	0.01497542004915686
0.32766090282212285	0.014872503122920756
0.32798872761000714	0.014988013884576894
0.32831688038664697	0.015143837943029157
0.32864536148019385	0.015484476173170144
0.3289741712191297	0.015318783130821436
0.32930330993226514	0.01565603869836234
0.32963277794873797	0.015399727408694698
0.32996257559801523	0.015884827690494752
0.33029270320989507	0.016332441764702728
0.3306231611145066	0.016586193896002882
0.3309539496423071	0.01647712950390193
0.3312850691240847	0.016533776430397083
0.33161651989095925	0.016667005659507392
0.3319483022743805	0.01680646348810368
0.3322804166061314	0.017009603698919955
0.3326128632183269	0.017202658818669763
0.3329456424434135	0.017523146065313234
0.3332787546141702	0.018061583292852467
0.33361220006370884	0.018591235368785954
0.333945979125476	0.017942294324791216
0.3342800921332507	0.018979291347490403
0.3346145394211455	0.018436411924934407
0.33494932132360705	0.018995415693119185
0.33528443817541764	0.01874416177772299
0.3356198903116948	0.018994275066494877
0.33595567806788895	0.018976087494703794
0.33629180177978923	0.01992515496402303
0.33662826178351984	0.019929638818414627
0.3369650584155399	0.02012008972863376
0.33730219201264616	0.02113155706657068
0.337639662911973	0.020147754313276017
0.33797747145099094	0.02137723752067384
0.3383156179675081	0.020917735566596346
0.3386541027996724	0.021041336474262852
0.3389929262859681	0.021228444713525897
0.3393320887652174	0.02160663187171315
0.33967159057658325	0.02204830516156736
0.3400114320595682	0.022270018063549432
0.34035161355401444	0.022337096648185166
0.34069213540010307	0.023262455047773835
0.34103299793835534	0.022630687654677836
0.34137420150963343	0.02284099833303451
0.3417157464551409	0.02328956789229538
0.3420576331164234	0.02325688670922462
0.3423998618353671	0.023769660931714034
0.3427424329542007	0.024436127204127085
0.34308534681549624	0.02406861990592782
0.3434286037621676	0.024285019323662265
0.3437722041374721	0.024526593076094994
0.34411614828500847	0.02663141868526211
0.3444604365487217	0.025911464017505416
0.34480506927290067	0.0255064278020808
0.34515004680217665	0.025839158797356508
0.3454953694815278	0.026097683467191775
0.34584103765627777	0.026450460731620332
0.34618705167209435	0.02710453346908496
0.3465334118749911	0.02727000348170568
0.3468801186113284	0.027207940451264664
0.34722717222781396	0.027514442158988562
0.3475745730715008	0.02840179639260236
0.34792232148978935	0.02863465882442091
0.3482704178304284	0.028066822244108957
0.3486188624415139	0.02864354277928554
0.3489676556714908	0.02895877165635187
0.3493167978691525	0.030130364615483192
